simulation_id,champion,runner_up,semi_finalists
80,Spain,England,Austria|England|Germany|Spain
81,England,Colombia,Colombia|England|Serbia|Spain
82,Switzerland,Italy,Ecuador|Italy|Spain|Switzerland
83,Portugal,Argentina,Argentina|Portugal|Switzerland|USA
84,Argentina,France,Argentina|Brazil|France|Germany
85,Spain,Argentina,Argentina|Spain|Switzerland|Uruguay
86,USA,Germany,England|Germany|Morocco|USA
87,Italy,Poland,Austria|Brazil|Italy|Poland
88,Brazil,Portugal,Argentina|Brazil|Portugal|Spain
89,Argentina,England,Argentina|Brazil|England|Saudi Arabia
90,Argentina,Switzerland,Argentina|Italy|Spain|Switzerland
91,Argentina,Spain,Argentina|Brazil|France|Spain
92,England,Spain,Argentina|Brazil|England|Spain
93,Brazil,Germany,Belgium|Brazil|Germany|Italy
94,Brazil,Netherlands,Algeria|Argentina|Brazil|Netherlands
95,Spain,England,Argentina|England|Portugal|Spain
96,Italy,Netherlands,Argentina|Italy|Netherlands|Ukraine
97,Uruguay,Mexico,Argentina|Austria|Mexico|Uruguay
98,Italy,Argentina,Argentina|Italy|Ivory Coast|Scotland
99,Italy,Austria,Austria|Italy|Japan|Mexico
100,Brazil,England,Brazil|England|France|Morocco
101,Mexico,Brazil,Brazil|France|Mexico|Spain
102,Spain,England,Argentina|Brazil|England|Spain
103,Spain,Uruguay B,Brazil|Spain|Switzerland|Uruguay B
104,France,Argentina,Argentina|France|Germany|Ukraine
105,France,Argentina,Argentina|France|Spain|USA
106,Spain,France,Brazil|France|Germany|Spain
107,Argentina,Brazil,Argentina|Brazil|Ecuador|France
108,Spain,Argentina,Argentina|England|Portugal|Spain
109,Argentina,Switzerland,Argentina|Italy|Netherlands|Switzerland
110,England,Costa Rica,Costa Rica|England|Italy|Spain
111,Spain,Germany,Brazil|England|Germany|Spain
112,Argentina,Spain,Argentina|Italy|Portugal|Spain
113,Portugal,France,Chile|France|Netherlands|Portugal
114,France,Spain,France|Morocco|Spain|Sweden
115,Spain,Argentina,Argentina|Denmark|Portugal|Spain
116,Belgium,Argentina,Argentina|Belgium|Italy|Morocco
117,France,Brazil,Australia|Brazil|France|Morocco
118,Germany,France,Belgium|England|France|Germany
119,England,Spain,Austria|Brazil|England|Spain
120,Italy,Germany,Germany|Italy|Ivory Coast|Portugal
121,Belgium,Argentina,Argentina|Belgium|Italy|Portugal
122,England,Japan,Argentina|Belgium|England|Japan
123,Brazil,England,Argentina|Brazil|England|Japan
124,France,Netherlands,Brazil|France|Netherlands|Spain
125,France,Brazil,Austria|Brazil|Croatia|France
126,Italy,Spain,Argentina|Italy|Portugal|Spain
127,France,Austria,Austria|Brazil|France|Italy
128,France,Italy,France|Italy|Netherlands|Spain
129,Colombia,Netherlands,Colombia|Croatia|Italy|Netherlands
130,Argentina,Croatia,Argentina|Croatia|England|France
131,France,Italy,Belgium|France|Ghana|Italy
132,Belgium,Italy,Austria|Belgium|Italy|Ukraine
133,Belgium,Spain,Belgium|France|Spain|Uruguay
134,Argentina,Germany,Argentina|Brazil|Denmark|Germany
135,Brazil,Turkey,Argentina|Brazil|Netherlands|Turkey
136,Spain,Colombia,Argentina|Belgium|Colombia|Spain
137,Argentina,Brazil,Argentina|Brazil|Netherlands|Switzerland
138,Brazil,Germany,Brazil|Germany|Portugal|Uruguay
139,England,Portugal,Argentina|England|Portugal|Sweden
140,Netherlands,Colombia,Colombia|Italy|Netherlands|Senegal
141,Germany,England,Austria|Belgium|England|Germany
142,France,Germany,France|Germany|Netherlands|Uruguay
143,England,Portugal,Belgium|England|Portugal|Turkey
144,Saudi Arabia,Brazil,Brazil|Netherlands|Saudi Arabia|Sweden
145,France,Portugal,Ecuador|France|Japan|Portugal
146,France,Mexico,England|France|Mexico|Netherlands
147,Italy,France,Belgium|France|Italy|Qatar
148,France,Belgium,Belgium|France|Senegal|Serbia
149,England,France,Argentina|England|France|Germany
150,Argentina,Spain,Argentina|France|Serbia|Spain
151,France,Italy,France|Italy|Mexico|Spain
152,Argentina,Spain,Argentina|Brazil|England|Spain
153,Argentina,France,Argentina|Croatia|France|Italy
154,Argentina,Netherlands,Argentina|France|Netherlands|Scotland
155,France,Germany,France|Germany|Norway|Spain
156,Brazil,England,Argentina|Brazil|Canada|England
157,Croatia,Brazil,Brazil|Croatia|Germany|Sweden
158,Brazil,Argentina,Argentina|Brazil|England|Netherlands
159,Argentina,Croatia,Argentina|Croatia|France|Italy
160,Brazil,Argentina,Argentina|Brazil|Netherlands|Switzerland
161,England,Netherlands,England|France|Netherlands|Uruguay
162,England,France,Argentina|England|France|Netherlands
163,France,Denmark,Croatia|Denmark|France|Japan
164,Croatia,Spain,Brazil|Croatia|England|Spain
165,Argentina,France,Algeria|Argentina|France|Spain
166,Brazil,England,Brazil|England|Germany|Switzerland
167,France,Italy,Belgium|France|Germany|Italy
168,Spain,Netherlands,Brazil|France|Netherlands|Spain
169,England,Spain,Brazil|England|Germany|Spain
170,France,Brazil,Brazil|France|Germany|Spain
171,Argentina,Japan,Argentina|Japan|Norway|Switzerland
172,Argentina,France,Argentina|France|Germany|Switzerland
173,England,Colombia,Belgium|Colombia|England|Italy
174,France,Mexico,France|Mexico|Saudi Arabia|Switzerland
175,Spain,Belgium,Belgium|England|Portugal|Spain
176,Portugal,Uruguay,Ecuador|Germany|Portugal|Uruguay
177,Portugal,England,England|Germany|Netherlands|Portugal
178,Spain,Argentina,Argentina|Italy|Spain|Switzerland
179,Spain,Italy,France|Italy|Saudi Arabia|Spain
180,Brazil,Germany,Brazil|Germany|Netherlands|Portugal
181,Colombia,Italy,Belgium|Colombia|Italy|Netherlands
182,Portugal,Italy,Italy|Japan|Mexico|Portugal
183,Argentina,Belgium,Argentina|Belgium|France|USA
184,Portugal,Italy,Argentina|Italy|Poland|Portugal
185,France,Brazil,Brazil|France|Germany|Spain
186,Spain,Germany,Colombia|Germany|Portugal|Spain
187,Argentina,Italy,Argentina|Croatia|France|Italy
188,Brazil,Austria,Austria|Brazil|Sweden|USA
189,Germany,Argentina,Argentina|Brazil|England|Germany
190,Colombia,England,Belgium|Colombia|England|Netherlands
191,England,Portugal,Argentina|England|Netherlands|Portugal
192,Egypt,USA,Brazil|Egypt|Italy|USA
193,Argentina,Chile,Argentina|Chile|England|Uruguay
194,Netherlands,Mexico,Denmark|Mexico|Netherlands|Serbia
195,France,England,England|France|Mexico|Morocco
196,Brazil,Portugal,Belgium|Brazil|Morocco|Portugal
197,Argentina,Spain,Argentina|France|Germany|Spain
198,Brazil,Spain,Brazil|England|Netherlands|Spain
199,Brazil,France,Argentina|Belgium|Brazil|France
200,Belgium,Brazil,Belgium|Brazil|Morocco|South Korea
201,Croatia,Colombia,Colombia|Croatia|Spain|Uruguay
202,France,Brazil,Argentina|Brazil|France|Spain
203,Brazil,Spain,Brazil|Mexico|Portugal|Spain
204,Argentina,France,Argentina|France|Italy|Spain
205,Brazil,Italy,Brazil|Italy|Japan|Morocco
206,Uruguay,Portugal,Portugal|Scotland|Uruguay|Wales
207,Brazil,Sweden,Belgium|Brazil|Spain|Sweden
208,Argentina,Morocco,Argentina|Brazil|Morocco|Switzerland
209,France,Brazil,Brazil|France|Japan|Netherlands
210,Brazil,Senegal,Brazil|Croatia|Senegal|Spain
211,Brazil,Croatia,Brazil|Croatia|Italy|Morocco
212,Brazil,England,Brazil|England|Netherlands|Spain
213,Argentina,Italy,Argentina|Belgium|Italy|USA
214,Uruguay,Spain,Germany|Portugal|Spain|Uruguay
215,Croatia,Spain,Croatia|France|Italy|Spain
216,Brazil,Argentina,Argentina|Brazil|Croatia|Italy
217,Italy,Netherlands,Italy|Netherlands|Portugal|Spain
218,Italy,France,Belgium|France|Italy|Netherlands
219,England,Croatia,Brazil|Croatia|England|Germany
220,Spain,France,Denmark|Ecuador|France|Spain
221,Argentina,Spain,Argentina|Brazil|Italy|Spain
222,Spain,Portugal,Argentina|Brazil|Portugal|Spain
223,Argentina,Brazil,Argentina|Brazil|Norway|Portugal
224,Brazil,Argentina,Argentina|Brazil|Croatia|Sweden
225,France,Argentina,Argentina|England|France|Germany
226,Argentina,Japan,Argentina|Italy|Japan|Uruguay
227,Croatia,Argentina,Argentina|Brazil|Croatia|Sweden
228,Argentina,Croatia,Argentina|Brazil|Croatia|Denmark
229,Uruguay,Portugal,Portugal|Senegal|Serbia|Uruguay
230,Italy,Argentina,Argentina|Egypt|Germany|Italy
231,Argentina,Uruguay,Argentina|Belgium|Brazil|Uruguay
232,Serbia,Croatia,Croatia|Norway|Serbia|South Korea
233,Italy,South Korea,Italy|Mexico|South Korea|Spain
234,Argentina,Italy,Argentina|England|Italy|Japan
235,Colombia,Portugal,Colombia|Netherlands|Portugal|USA
236,Argentina,England,Argentina|England|Netherlands|USA
237,Portugal,Argentina,Argentina|Nigeria|Portugal|Senegal
238,Argentina,Belgium,Argentina|Belgium|Brazil|France
239,Sweden,Germany,Germany|Italy|Senegal|Sweden
240,Argentina,Germany,Argentina|Brazil|England|Germany
241,France,Argentina,Argentina|France|Spain|Sweden
242,Spain,Brazil,Brazil|England|France|Spain
243,Brazil,England,Argentina|Brazil|England|Netherlands
244,Argentina,Colombia,Argentina|Colombia|Germany|Portugal
245,Spain,Belgium,Belgium|France|Spain|Switzerland
246,France,Croatia,Brazil|Croatia|France|Spain
247,Spain,England,Brazil|Ecuador|England|Spain
248,Germany,Argentina,Argentina|Brazil|Germany|Uruguay
249,England,Spain,Brazil|Canada|England|Spain
250,Argentina,France,Argentina|France|Spain|Uruguay
251,Netherlands,Iran,Brazil|Iran|Netherlands|Peru
252,Italy,Spain,Denmark|Italy|Netherlands|Spain
253,Portugal,Brazil,Brazil|Mexico|Portugal|Spain
254,Austria,Spain,Austria|Brazil|Germany|Spain
255,England,Brazil,Brazil|England|Mexico|Spain
256,Portugal,Brazil,Argentina|Brazil|Morocco|Portugal
257,Brazil,Ukraine,Belgium|Brazil|Norway|Ukraine
258,Norway,Chile,Chile|Norway|Portugal|Scotland
259,Morocco,Scotland,Denmark|Italy|Morocco|Scotland
260,Spain,Argentina,Argentina|Brazil|England|Spain
261,England,Netherlands,Brazil|England|Italy|Netherlands
262,Argentina,Netherlands,Argentina|France|Netherlands|Sweden
263,Brazil,South Korea,Brazil|Netherlands|South Korea|Uruguay
264,Uruguay,USA,Argentina|Netherlands|USA|Uruguay
265,England,Germany,Argentina|England|Germany|Italy
266,Italy,Germany,Colombia|Germany|Italy|Spain
267,Portugal,Netherlands,Belgium|England|Netherlands|Portugal
268,Spain,Argentina,Argentina|Portugal|Spain|Uruguay
269,Argentina,Brazil,Argentina|Brazil|Croatia|England
270,Argentina,Croatia,Argentina|Brazil|Croatia|England
271,Portugal,Turkey,Italy|Portugal|Spain|Turkey
272,Croatia,Spain,Brazil|Croatia|France|Spain
273,Spain,Germany,France|Germany|Spain|Uruguay
274,Argentina,Netherlands,Argentina|Denmark|Italy|Netherlands
275,Netherlands,France,Argentina|Colombia|France|Netherlands
276,Argentina,Brazil,Argentina|Brazil|Italy|Spain
277,England,Japan,Argentina|England|Japan|Mexico
278,England,Portugal,England|Netherlands|Portugal|Saudi Arabia
279,Argentina,Netherlands,Argentina|England|France|Netherlands
280,France,Switzerland,France|Germany|Netherlands|Switzerland
281,England,Portugal,Argentina|England|Morocco|Portugal
282,England,South Korea,Belgium|Canada|England|South Korea
283,Uruguay,Spain,Brazil|Morocco|Spain|Uruguay
284,France,Argentina,Argentina|Belgium|France|Italy
285,Italy,England,England|Germany|Italy|Spain
286,Germany,Serbia,Denmark|England|Germany|Serbia
287,Iran,Portugal,Argentina|Croatia|Iran|Portugal
288,Argentina,Spain,Argentina|Austria|Colombia|Spain
289,Portugal,Argentina,Argentina|Ecuador|Portugal|Uruguay
290,Uruguay,France,Belgium|France|Morocco|Uruguay
291,England,Spain,Brazil|England|Mexico|Spain
292,England,Brazil,Belgium|Brazil|England|Scotland
293,Italy,Serbia,Italy|Netherlands|Scotland|Serbia
294,Netherlands,Italy,England|Italy|Netherlands|Spain
295,France,England,England|France|Germany|Switzerland
296,Argentina,Germany,Argentina|England|Germany|Italy
297,Switzerland,Norway,Germany|Netherlands|Norway|Switzerland
298,Argentina,Brazil,Argentina|Brazil|Serbia|Uruguay
299,Spain,Brazil,Brazil|Germany|Portugal|Spain
300,Spain,Netherlands,England|Netherlands|Portugal|Spain
301,Netherlands,France,Argentina|Egypt|France|Netherlands
302,Germany,Spain,Germany|Italy|Morocco|Spain
303,Peru,England,Argentina|England|Peru|Spain
304,Spain,Croatia,Belgium|Croatia|Spain|Uruguay
305,France,Panama,Croatia|France|Japan|Panama
306,Brazil,Spain,Australia|Brazil|England|Spain
307,Belgium,Germany,Belgium|France|Germany|Switzerland
308,Netherlands,Spain,Brazil|Croatia|Netherlands|Spain
309,Netherlands,Serbia,Brazil|Netherlands|Portugal|Serbia
310,Brazil,Italy,Argentina|Brazil|Ecuador|Italy
311,Spain,Belgium,Belgium|England|South Korea|Spain
312,Spain,France,France|Italy|Netherlands|Spain
313,England,Germany,Argentina|England|Germany|Italy
314,Germany,Spain,Brazil|Germany|Spain|Uruguay
315,France,Nigeria,England|France|Netherlands|Nigeria
316,Italy,France,France|Italy|Portugal|Spain
317,Spain,Germany,Germany|Ghana|Spain|Switzerland
318,Germany,Argentina,Argentina|Colombia|Germany|Iran
319,Spain,Ukraine,Spain|Sweden|Turkey|Ukraine
320,Brazil,Nigeria,Brazil|Italy|Nigeria|Wales
321,Brazil,Germany,Brazil|Colombia|Germany|Spain
322,France,Brazil,Brazil|Croatia|France|Portugal
323,Morocco,Italy,Austria|Italy|Morocco|Peru
324,Belgium,Germany,Belgium|Germany|Italy|Uruguay
325,Netherlands,England,England|France|Netherlands|Spain
326,Argentina,Spain,Argentina|France|Spain|Sweden
327,Spain,Morocco,Brazil|England|Morocco|Spain
328,Germany,Spain,Germany|Portugal|Senegal|Spain
329,Brazil,Iran,Brazil|Iran|Senegal|South Korea
330,Brazil,Italy,Brazil|Italy|Mexico|USA
331,France,Italy,France|Italy|Morocco|Netherlands
332,Brazil,Italy,Argentina|Brazil|Germany|Italy
333,Argentina,Denmark,Argentina|Brazil|Denmark|England
334,Argentina,Portugal,Argentina|Belgium|Brazil|Portugal
335,France,Croatia,Belgium|Croatia|England|France
336,England,Netherlands,England|France|Netherlands|Ukraine
337,Argentina,Germany,Argentina|England|Germany|Nigeria
338,Spain,Argentina,Argentina|Brazil|England|Spain
339,Argentina,France,Argentina|Brazil|France|USA
340,Switzerland,Portugal,Argentina|Germany|Portugal|Switzerland
341,Belgium,Spain,Belgium|Portugal|Spain|Ukraine
342,Argentina,Spain,Argentina|England|France|Spain
343,Portugal,Uruguay,Germany|Portugal|USA|Uruguay
344,Croatia,Belgium,Belgium|Croatia|Denmark|Portugal
345,Belgium,Germany,Belgium|Brazil|England|Germany
346,Brazil,Italy,Brazil|Croatia|Italy|Netherlands
347,France,Argentina,Argentina|England|France|Netherlands
348,Italy,Portugal,Germany|Italy|Mexico|Portugal
349,Germany,Austria,Austria|Germany|Spain|Uruguay
350,Italy,Portugal,Belgium|Italy|Portugal|Spain
351,Brazil,England,Austria|Brazil|England|Germany
352,Argentina,Spain,Argentina|England|France|Spain
353,Brazil,Italy,Argentina|Brazil|Italy|Spain
354,Germany,Portugal,France|Germany|Italy|Portugal
355,France,Japan,France|Japan|Morocco|Sweden
356,Portugal,Switzerland,Croatia|Nigeria|Portugal|Switzerland
357,Spain,Argentina,Argentina|Egypt|Portugal|Spain
358,Argentina,Uruguay,Argentina|Germany|Netherlands|Uruguay
359,Belgium,Argentina,Argentina|Belgium|France|Sweden
360,France,Serbia,Argentina|France|Norway|Serbia
361,Germany,Brazil,Belgium|Brazil|Germany|Norway
362,France,Argentina,Argentina|France|Netherlands|South Korea
363,France,Spain,France|Netherlands|Norway|Spain
364,Netherlands,Ukraine,Austria|Netherlands|Portugal|Ukraine
365,England,Brazil,Argentina|Brazil|England|Spain
366,England,Sweden,Argentina|England|Qatar|Sweden
367,Spain,Colombia,Brazil|Colombia|Germany|Spain
368,Italy,Egypt,Argentina|Egypt|Italy|Scotland
369,Brazil,Argentina,Argentina|Brazil|Croatia|England
370,Uruguay,Argentina,Argentina|Brazil|Colombia|Uruguay
371,Germany,Italy,Argentina|Germany|Italy|Nigeria
372,Germany,Brazil,Brazil|France|Germany|Ivory Coast
373,Brazil,Japan,Brazil|Ecuador|England|Japan
374,France,Argentina,Argentina|Denmark|France|Netherlands
375,Argentina,France,Argentina|France|Italy|Spain
376,Argentina,Portugal,Argentina|Portugal|Senegal|Spain
377,Brazil,USA,Brazil|Morocco|Netherlands|USA
378,France,Brazil,Argentina|Brazil|France|Morocco
379,Netherlands,Spain,Netherlands|Senegal|Spain|Sweden
380,Portugal,Brazil,Argentina|Brazil|Portugal|Spain
381,Argentina,France,Argentina|Brazil|France|Serbia
382,France,Serbia,France|Germany|Serbia|Switzerland
383,Senegal,Belgium,Argentina|Belgium|France|Senegal
384,Argentina,Denmark,Argentina|Denmark|Italy|Senegal
385,Argentina,Belgium,Argentina|Belgium|Italy|Portugal
386,Spain,Italy,Brazil|Ecuador|Italy|Spain
387,Netherlands,England,Argentina|Brazil|England|Netherlands
388,Argentina,Colombia,Argentina|Colombia|Italy|Nigeria
389,France,Argentina,Argentina|France|Netherlands|Portugal
390,Brazil,Argentina,Argentina|Brazil|Morocco|Uruguay
391,Argentina,Italy,Argentina|Brazil|Italy|Netherlands
392,Netherlands,Austria,Austria|England|Netherlands|Portugal
393,France,Italy,Argentina|France|Italy|Netherlands
394,Spain,France,France|Italy|Morocco|Spain
395,Spain,France,Argentina|France|Senegal|Spain
396,Brazil,Germany,Brazil|Croatia|Germany|Switzerland
397,Brazil,Argentina,Argentina|Belgium|Brazil|Switzerland
398,Croatia,Italy,Argentina|Croatia|France|Italy
399,Argentina,Egypt,Argentina|Egypt|France|Italy
400,Portugal,Netherlands,England|Germany|Netherlands|Portugal
401,Portugal,England,Argentina|England|Poland|Portugal
402,England,Brazil,Brazil|England|Germany|Portugal
403,Spain,Argentina,Argentina|England|Spain|Uruguay
404,Argentina,Spain,Argentina|Brazil|Italy|Spain
405,Spain,Germany,England|Germany|Portugal|Spain
406,Spain,Uruguay,Brazil|England|Spain|Uruguay
407,France,Brazil,Belgium|Brazil|France|Morocco
408,England,Portugal,Argentina|England|Morocco|Portugal
409,Argentina,Croatia,Argentina|Croatia|Scotland|Switzerland
410,Switzerland,England,Argentina|Ecuador|England|Switzerland
411,England,Norway,Canada|England|Germany|Norway
412,Netherlands,Germany,France|Germany|Italy|Netherlands
413,Argentina,Germany,Argentina|France|Germany|Ukraine
414,Spain,Argentina,Argentina|Brazil|England|Spain
415,Uruguay,Brazil,Brazil|Morocco|Netherlands|Uruguay
416,Spain,France,France|Germany|Spain|Switzerland
417,Portugal,Mexico,Brazil|Mexico|Netherlands|Portugal
418,France,Scotland,France|Netherlands|Portugal|Scotland
419,England,Spain,England|Mexico|Spain|USA
420,Italy,Brazil,Argentina|Brazil|Italy|Spain
421,Spain,Italy,Germany|Italy|Portugal|Spain
422,Spain,Argentina,Argentina|Brazil|Peru|Spain
423,England,Spain,England|Germany|Norway|Spain
424,Argentina,Belgium,Argentina|Belgium|England|Portugal
425,Spain,Germany,England|Germany|Spain|USA
426,Portugal,Spain,Brazil|Germany|Portugal|Spain
427,Argentina,Spain,Argentina|England|Italy|Spain
428,France,Argentina,Argentina|Belgium|France|Portugal
429,Argentina,Italy,Argentina|France|Italy|Spain
430,Argentina,Portugal,Argentina|Italy|Portugal|USA
431,Argentina,Spain,Argentina|Brazil|England|Spain
432,Brazil,Argentina,Argentina|Brazil|South Korea|USA
433,Argentina,Brazil,Argentina|Brazil|Italy|Japan
434,England,France,Belgium|England|France|Germany
435,Brazil,Argentina,Argentina|Brazil|Ecuador|Germany
436,Brazil,England,Argentina|Brazil|Croatia|England
437,Colombia,Belgium,Belgium|Colombia|Germany|Portugal
438,Austria,Portugal,Argentina|Austria|Belgium|Portugal
439,Brazil,Netherlands,Brazil|England|Netherlands|Wales
440,Morocco,Uruguay,Italy|Morocco|Switzerland|Uruguay
441,Germany,France,Croatia|France|Germany|Netherlands
442,Croatia,Morocco,Croatia|Morocco|Portugal|Uruguay
443,Argentina,Uruguay,Algeria|Argentina|Brazil|Uruguay
444,England,Argentina,Argentina|England|France|Netherlands
445,Brazil,Uruguay,Brazil|Germany|Turkey|Uruguay
446,Brazil,Spain,Brazil|France|Portugal|Spain
447,France,Italy,Argentina|France|Italy|USA
448,England,Belgium,Belgium|Brazil|England|Spain
449,Argentina,France,Argentina|France|Netherlands|Uruguay
450,Japan,Italy,Belgium|Chile|Italy|Japan
451,Spain,Ecuador,Ecuador|England|Spain|Wales
452,France,Argentina,Argentina|Denmark|France|Spain
453,Italy,Portugal,Belgium|Italy|Norway|Portugal
454,England,Belgium,Austria|Belgium|England|Germany
455,Argentina,Portugal,Argentina|Portugal|Spain|Ukraine
456,France,Brazil,Argentina|Brazil|Croatia|France
457,Italy,Belgium,Belgium|Brazil|Ecuador|Italy
458,Brazil,Argentina,Argentina|Brazil|Netherlands|Switzerland
459,Argentina,Uruguay,Argentina|Germany|Mexico|Uruguay
460,Nigeria,Croatia,Croatia|England|Nigeria|Ukraine
461,Netherlands,Argentina,Argentina|Iran|Netherlands|Portugal
462,Brazil,Argentina,Argentina|Brazil|England|Netherlands
463,Argentina,Belgium,Argentina|Belgium|Brazil|Italy
464,Argentina,Brazil,Argentina|Brazil|Cameroon|Switzerland
465,England,France,Argentina|England|France|Netherlands
466,Portugal,England,England|Germany|Portugal|Uruguay
467,Argentina,Netherlands,Argentina|Brazil|Italy|Netherlands
468,France,Iran,Colombia|France|Iran|Spain
469,Italy,Uruguay,Canada|Chile|Italy|Uruguay
470,Belgium,Spain,Belgium|Brazil|Spain|USA
471,Spain,Brazil,Brazil|Italy|Morocco|Spain
472,Brazil,France,Brazil|France|Mexico|Netherlands
473,France,Italy,Argentina|France|Italy|Morocco
474,Spain,Uruguay,Italy|Netherlands|Spain|Uruguay
475,Argentina,Netherlands,Argentina|Netherlands|Portugal|Ukraine
476,France,Croatia,Argentina|Croatia|France|Italy
477,Ecuador,Canada,Canada|Ecuador|France|USA
478,France,Argentina,Argentina|Belgium|France|Italy
479,Spain,Norway,Algeria|Norway|Serbia|Spain
480,Argentina,Netherlands,Argentina|England|Netherlands|Switzerland
481,Spain,Argentina,Argentina|Portugal|Spain|Uruguay
482,France,Germany,Belgium|England|France|Germany
483,Brazil,Argentina,Argentina|Brazil|England|Saudi Arabia
484,Brazil,Spain,Brazil|Poland|Spain|Switzerland
485,England,Portugal,Argentina|England|Italy|Portugal
486,Brazil,Spain,Belgium|Brazil|Croatia|Spain
487,Argentina,Brazil,Argentina|Brazil|Spain|Uruguay
488,Brazil,France,Brazil|Croatia|France|Uruguay
489,Brazil,France,Argentina|Brazil|France|Spain
490,Germany,Italy,Brazil|Ecuador|Germany|Italy
491,Argentina,France,Argentina|France|Switzerland|Uruguay
492,France,Switzerland,Argentina|France|Netherlands|Switzerland
493,Italy,Croatia,Croatia|Germany|Italy|Portugal
494,Spain,Denmark,Argentina|Brazil|Denmark|Spain
495,Brazil,Uruguay,Brazil|Netherlands|Uruguay|Uruguay B
