simulation_id,champion,runner_up,semi_finalists
132,France,Mexico,Argentina|France|Mexico|Ukraine
133,Serbia,Portugal,Ecuador|Italy|Portugal|Serbia
134,Iran,Turkey,Croatia|Iran|Qatar|Turkey
135,Italy,France,Denmark|France|Italy|Serbia
136,Serbia,Portugal,Argentina|Portugal|Serbia|Spain
137,Brazil,France,Argentina|Brazil|France|Italy
138,Brazil,Sweden,Brazil|Croatia|England|Sweden
139,Italy,Sweden,Austria|Croatia|Italy|Sweden
140,Switzerland,England,Ecuador|England|Italy|Switzerland
141,Brazil,France,Brazil|Croatia|France|Nigeria
142,Switzerland,Nigeria,Algeria|Italy|Nigeria|Switzerland
143,Morocco,Uruguay,Ecuador|Morocco|Turkey|Uruguay
144,Colombia,France,Argentina|Colombia|France|Norway
145,France,Sweden,Canada|Ecuador|France|Sweden
146,Austria,Ukraine,Austria|Croatia|Spain|Ukraine
147,Brazil,Portugal,Brazil|Portugal|Serbia|Switzerland
148,Switzerland,Austria,Austria|Belgium|Italy|Switzerland
149,Norway,Italy,Germany|Italy|Norway|Turkey
150,Turkey,Egypt,Egypt|Spain|Switzerland|Turkey
151,France,Italy,France|Italy|Ivory Coast|Mexico
152,Norway,France,Argentina|France|Nigeria|Norway
153,Colombia,France,Belgium|Colombia|France|Italy
154,Colombia,Switzerland,Colombia|Italy|Switzerland|Uruguay
155,Brazil,Switzerland,Brazil|Croatia|Norway|Switzerland
156,Turkey,Morocco,Ecuador|Italy|Morocco|Turkey
157,France,Italy,Argentina|France|Italy|Switzerland
158,England,Japan,Argentina|England|Japan|Switzerland
159,Colombia,France,Canada|Colombia|France|Norway
160,England,Mexico,Croatia|England|Mexico|Spain
161,Colombia,Mexico,Colombia|Ecuador|Mexico|Norway
162,Brazil,Colombia,Brazil|Colombia|Croatia|Italy
163,Portugal,Switzerland,Portugal|Saudi Arabia|Spain|Switzerland
164,Italy,France,Argentina|France|Italy|Saudi Arabia
165,Ukraine,Switzerland,Italy|Senegal|Switzerland|Ukraine
166,Colombia,Italy,Argentina|Colombia|Italy|Spain
167,Switzerland,Colombia,Argentina|Colombia|Scotland|Switzerland
168,France,Brazil,Brazil|Ecuador|France|Italy
169,Colombia,Norway,Colombia|Mexico|Norway|Spain
170,England,Norway,Belgium|England|Norway|Qatar
171,Switzerland,Algeria,Algeria|Denmark|Scotland|Switzerland
172,England,France,Ecuador|England|France|Italy
173,Switzerland,USA,Belgium|Croatia|Switzerland|USA
174,France,Brazil,Argentina|Brazil|France|Norway
175,Brazil,Mexico,Brazil|Mexico|Morocco|Spain
176,Ukraine,Uruguay,Ecuador|Ukraine|Uruguay|Uruguay B
177,Norway,Spain,Norway|Poland|Serbia|Spain
178,France,Turkey,France|Portugal|Spain|Turkey
179,Mexico,France,Argentina|France|Mexico|Switzerland
180,France,Turkey,England|France|Nigeria|Turkey
181,France,Norway,France|Ivory Coast|Mexico|Norway
182,Colombia,Switzerland,Argentina|Colombia|Italy|Switzerland
183,Sweden,Brazil,Argentina|Brazil|Italy|Sweden
184,Norway,Portugal,Croatia|Ivory Coast|Norway|Portugal
185,Switzerland,Portugal,Ecuador|Italy|Portugal|Switzerland
186,England,Japan,Argentina|England|Ivory Coast|Japan
187,France,Iran,Ecuador|France|Iran|Ukraine
188,Austria,Tunisia,Austria|Croatia|Morocco|Tunisia
189,Brazil,France,Brazil|France|Morocco|Uruguay
190,Spain,Colombia,Argentina|Colombia|Spain|Switzerland
191,England,Brazil,Argentina|Brazil|England|Germany
192,France,Italy,Argentina|France|Italy|Nigeria
193,Austria,Switzerland,Austria|Croatia|France|Switzerland
194,Italy,England,Argentina|England|France|Italy
195,Brazil,Colombia,Argentina|Brazil|Colombia|Italy
196,Denmark,Colombia,Colombia|Denmark|Poland|Switzerland
197,Argentina,Switzerland,Argentina|Brazil|Switzerland|Uruguay
198,France,Italy,Ecuador|France|Italy|Peru
199,France,Brazil,Belgium|Brazil|France|Italy
200,Serbia,France,France|Germany|Norway|Serbia
201,Spain,Uruguay,Denmark|Norway|Spain|Uruguay
202,Switzerland,Netherlands,Colombia|Netherlands|Poland|Switzerland
203,Switzerland,Turkey,Argentina|Spain|Switzerland|Turkey
204,Colombia,Switzerland,Argentina|Colombia|Spain|Switzerland
205,France,Turkey,Argentina|France|Turkey|Uruguay
206,Brazil,Portugal,Belgium|Brazil|Croatia|Portugal
207,France,Portugal,France|Norway|Poland|Portugal
208,France,Mexico,Croatia|France|Mexico|Norway
209,Norway,Mexico,Austria|Germany|Mexico|Norway
210,France,Portugal,France|Italy|Morocco|Portugal
211,France,Austria,Argentina|Austria|France|Spain
212,Turkey,Switzerland,Spain|Switzerland|Turkey|Wales
213,France,Serbia,France|Italy|Serbia|USA
214,Brazil,Uruguay,Algeria|Argentina|Brazil|Uruguay
215,Colombia,Turkey,Argentina|Colombia|Mexico|Turkey
216,France,Austria,Austria|Croatia|France|Italy
217,Norway,Algeria,Algeria|Norway|Sweden|Uruguay
218,France,Switzerland,Ecuador|France|Italy|Switzerland
219,Portugal,Ivory Coast,Croatia|Italy|Ivory Coast|Portugal
220,Switzerland,Sweden,Brazil|Norway|Sweden|Switzerland
221,Brazil,Ukraine,Belgium|Brazil|Ukraine|Uruguay
222,Turkey,Switzerland,Croatia|Italy|Switzerland|Turkey
223,France,Turkey,Argentina|France|Italy|Turkey
224,Colombia,Switzerland,Colombia|Ecuador|Norway|Switzerland
225,Colombia,France,Colombia|France|Spain|Wales
226,Brazil,Portugal,Brazil|Colombia|Ecuador|Portugal
227,Norway,Colombia,Argentina|Colombia|Italy|Norway
228,Austria,France,Austria|Colombia|Croatia|France
229,France,Serbia,Argentina|Chile|France|Serbia
230,France,Italy,France|Italy|Poland|Saudi Arabia
231,Brazil,England,Brazil|England|Mexico|Qatar
232,Nigeria,England,Belgium|England|Nigeria|Norway
233,Austria,England,Austria|Croatia|England|Italy
234,Italy,Japan,Cameroon|Germany|Italy|Japan
235,Mexico,Morocco,Argentina|Mexico|Morocco|Uruguay B
236,Brazil,France,Argentina|Brazil|France|Scotland
237,Norway,France,Argentina|France|Norway|Scotland
238,Switzerland,Italy,Belgium|Italy|Spain|Switzerland
239,Brazil,Colombia,Belgium|Brazil|Colombia|Norway
240,England,Colombia,Canada|Colombia|England|Nigeria
241,Switzerland,France,Croatia|France|Switzerland|Uruguay
242,England,Italy,England|Italy|Nigeria|Turkey
243,Spain,Algeria,Algeria|Ecuador|Norway|Spain
244,Spain,France,Argentina|France|Italy|Spain
245,Argentina,Algeria,Algeria|Argentina|Norway|Wales
246,Norway,Mexico,Algeria|Mexico|Norway|USA
247,Austria,France,Argentina|Austria|France|Italy
248,Norway,Uruguay,Argentina|Denmark|Norway|Uruguay
249,Switzerland,Germany,Germany|Morocco|Norway|Switzerland
250,France,Switzerland,Argentina|Austria|France|Switzerland
251,Spain,Mexico,Belgium|Mexico|Spain|Switzerland
252,Germany,Portugal,Belgium|Germany|Peru|Portugal
253,Brazil,France,Argentina|Brazil|France|Serbia
254,France,Italy,Belgium|France|Italy|Nigeria
255,Italy,England,Denmark|England|Italy|Qatar
256,Colombia,France,Argentina|Colombia|France|Iran
257,Colombia,Argentina,Argentina|Colombia|France|Italy
258,Brazil,France,Brazil|France|Mexico|Uruguay
259,Norway,Italy,Germany|Italy|Ivory Coast|Norway
260,Brazil,Switzerland,Brazil|Chile|Poland|Switzerland
261,Norway,England,England|Nigeria|Norway|Scotland
262,Portugal,Ivory Coast,Ivory Coast|Poland|Portugal|Uruguay
263,Switzerland,Spain,Argentina|Netherlands|Spain|Switzerland
264,Norway,Portugal,Colombia|Germany|Norway|Portugal
265,Norway,Colombia,Belgium|Canada|Colombia|Norway
266,Portugal,Spain,Denmark|Germany|Portugal|Spain
267,Serbia,Brazil,Brazil|Serbia|Ukraine|Uruguay
268,Brazil,Sweden,Brazil|Croatia|Serbia|Sweden
269,Italy,France,Argentina|Denmark|France|Italy
270,Austria,France,Austria|Belgium|France|Spain
271,Switzerland,Portugal,Egypt|Portugal|Spain|Switzerland
272,France,Colombia,Argentina|Colombia|France|Italy
273,Italy,France,Croatia|France|Italy|Turkey
274,Brazil,Switzerland,Brazil|Italy|Poland|Switzerland
275,Switzerland,Brazil,Brazil|Spain|Switzerland|Ukraine
276,France,Colombia,Argentina|Colombia|France|Uruguay
277,France,Colombia,Colombia|Croatia|France|Scotland
278,Switzerland,Morocco,Ecuador|Morocco|Switzerland|Uruguay
279,Brazil,Sweden,Argentina|Brazil|Colombia|Sweden
280,Mexico,Brazil,Brazil|Germany|Mexico|Turkey
281,Austria,Colombia,Argentina|Austria|Colombia|Poland
282,Portugal,Norway,Belgium|Croatia|Norway|Portugal
283,Argentina,Italy,Argentina|England|Italy|Uruguay
284,Switzerland,Mexico,Colombia|Ivory Coast|Mexico|Switzerland
285,Brazil,France,Argentina|Belgium|Brazil|France
286,France,Brazil,Brazil|France|Italy|USA
287,Switzerland,Canada,Canada|Italy|Poland|Switzerland
288,Serbia,France,Argentina|France|Scotland|Serbia
289,Italy,Algeria,Algeria|Ecuador|Italy|USA
290,Brazil,Germany,Brazil|Chile|Colombia|Germany
291,Switzerland,France,Croatia|France|Japan|Switzerland
292,Austria,Switzerland,Austria|Croatia|Italy|Switzerland
293,Mexico,Colombia,Colombia|Ecuador|Mexico|Turkey
294,Denmark,Switzerland,Argentina|Chile|Denmark|Switzerland
295,Brazil,France,Brazil|England|France|Germany
296,Norway,Portugal,Argentina|Austria|Norway|Portugal
297,Switzerland,France,Canada|France|Mexico|Switzerland
298,France,Sweden,Argentina|France|Ivory Coast|Sweden
299,Switzerland,France,Ecuador|France|Italy|Switzerland
300,Norway,Italy,Argentina|Austria|Italy|Norway
301,Austria,France,Austria|Ecuador|France|Germany
302,Belgium,Serbia,Belgium|Qatar|Serbia|Wales
303,Italy,France,Belgium|France|Italy|Turkey
304,Norway,Colombia,Belgium|Colombia|Italy|Norway
305,England,Turkey,Argentina|England|Norway|Turkey
306,England,Norway,Belgium|England|Norway|Portugal
307,Brazil,Switzerland,Brazil|Morocco|Poland|Switzerland
308,Belgium,Brazil,Argentina|Belgium|Brazil|Ivory Coast
309,Switzerland,Senegal,Norway|Senegal|Sweden|Switzerland
310,France,Norway,Argentina|England|France|Norway
311,Germany,Sweden,Argentina|Germany|Serbia|Sweden
312,Brazil,Portugal,Argentina|Brazil|Germany|Portugal
313,Spain,Argentina,Argentina|Ivory Coast|Spain|Sweden
314,Mexico,Ivory Coast,Croatia|Ivory Coast|Mexico|Nigeria
315,Switzerland,Ecuador,Ecuador|Italy|Qatar|Switzerland
316,Argentina,Switzerland,Argentina|Serbia|Switzerland|USA
317,Ivory Coast,Switzerland,Argentina|Italy|Ivory Coast|Switzerland
318,USA,Switzerland,Egypt|Italy|Switzerland|USA
319,Scotland,Sweden,Argentina|Scotland|Sweden|Turkey
320,Switzerland,Brazil,Argentina|Brazil|Italy|Switzerland
321,Brazil,Switzerland,Brazil|Germany|Italy|Switzerland
322,Switzerland,France,Argentina|France|Germany|Switzerland
323,France,Austria,Austria|Croatia|Egypt|France
324,Argentina,Colombia,Argentina|Colombia|Serbia|Switzerland
325,France,Mexico,Ecuador|France|Italy|Mexico
326,Switzerland,Spain,Morocco|Spain|Switzerland|USA
327,Spain,Iran,Argentina|Iran|Qatar|Spain
328,Qatar,Switzerland,Colombia|France|Qatar|Switzerland
329,Brazil,France,Argentina|Brazil|France|Spain
330,Switzerland,Ukraine,Croatia|Qatar|Switzerland|Ukraine
331,Switzerland,Turkey,Argentina|Italy|Switzerland|Turkey
332,France,Croatia,Croatia|France|Norway|Portugal
333,France,Senegal,Croatia|France|Senegal|Serbia
334,Ukraine,Switzerland,Italy|Mexico|Switzerland|Ukraine
335,Colombia,Switzerland,Colombia|Germany|Switzerland|Uruguay
336,England,Mexico,England|Mexico|Norway|Poland
337,Brazil,Colombia,Brazil|Chile|Colombia|Croatia
338,Switzerland,Austria,Austria|Belgium|Colombia|Switzerland
339,Brazil,Colombia,Brazil|Canada|Colombia|Italy
340,Turkey,France,Argentina|France|Turkey|Uruguay
341,Colombia,Switzerland,Colombia|Nigeria|Switzerland|USA
342,Italy,Mexico,Italy|Mexico|Morocco|USA
343,Switzerland,Nigeria,Colombia|Nigeria|Poland|Switzerland
344,Brazil,Switzerland,Brazil|Germany|Italy|Switzerland
345,Portugal,Colombia,Argentina|Colombia|Mexico|Portugal
346,Switzerland,Portugal,Argentina|Portugal|Spain|Switzerland
347,Spain,Switzerland,Argentina|Spain|Switzerland|Turkey
348,Switzerland,Turkey,Argentina|Iran|Switzerland|Turkey
349,Portugal,Turkey,Argentina|Portugal|Spain|Turkey
350,Austria,Turkey,Austria|Germany|Senegal|Turkey
351,Brazil,Portugal,Belgium|Brazil|Ecuador|Portugal
352,Colombia,Norway,Colombia|Germany|Italy|Norway
353,Colombia,Switzerland,Colombia|Germany|Norway|Switzerland
354,Spain,France,Argentina|France|Ivory Coast|Spain
355,Brazil,Portugal,Brazil|Nigeria|Portugal|USA
356,Switzerland,Portugal,Poland|Portugal|Spain|Switzerland
357,Spain,Mexico,Argentina|Mexico|Norway|Spain
358,Brazil,England,Argentina|Brazil|England|Spain
359,France,Colombia,Colombia|Ecuador|France|Italy
360,France,Colombia,Argentina|Colombia|France|Spain
361,Switzerland,Morocco,Croatia|Italy|Morocco|Switzerland
362,France,Colombia,Colombia|Ecuador|France|Spain
363,Switzerland,Serbia,Croatia|Egypt|Serbia|Switzerland
364,Norway,Argentina,Argentina|Italy|Norway|Spain
365,Switzerland,France,Argentina|France|Italy|Switzerland
366,Switzerland,France,France|Poland|Scotland|Switzerland
367,France,Argentina,Argentina|France|Germany|Nigeria
368,Denmark,Mexico,Denmark|Mexico|Poland|Uruguay
369,England,Portugal,England|Italy|Mexico|Portugal
370,Ukraine,Japan,Argentina|Italy|Japan|Ukraine
371,France,Norway,Ecuador|France|Norway|Spain
372,France,Switzerland,France|Mexico|Scotland|Switzerland
373,Norway,Switzerland,Germany|Norway|Switzerland|Turkey
374,Switzerland,Spain,Austria|Germany|Spain|Switzerland
375,Switzerland,Austria,Argentina|Austria|Iran|Switzerland
376,Morocco,Norway,Ivory Coast|Mexico|Morocco|Norway
377,Denmark,Sweden,Denmark|Egypt|Morocco|Sweden
378,Switzerland,Mexico,Belgium|Canada|Mexico|Switzerland
379,France,Portugal,France|Germany|Portugal|Spain
380,Brazil,Japan,Brazil|Japan|Nigeria|Spain
381,France,England,England|France|Germany|Italy
382,Switzerland,England,Croatia|England|Switzerland|Turkey
383,Ivory Coast,Algeria,Algeria|Croatia|Italy|Ivory Coast
384,France,Netherlands,France|Netherlands|Poland|Turkey
385,Italy,Argentina,Argentina|Italy|Turkey|Uruguay
386,France,Norway,Argentina|Austria|France|Norway
387,Brazil,France,Argentina|Belgium|Brazil|France
388,France,Brazil,Brazil|Colombia|France|Poland
389,England,Turkey,Argentina|Chile|England|Turkey
390,Switzerland,Portugal,Mexico|Portugal|Scotland|Switzerland
391,Germany,Turkey,Germany|Qatar|Spain|Turkey
392,France,Norway,Croatia|France|Norway|Uruguay
393,Spain,Germany,Germany|Morocco|Norway|Spain
394,France,Norway,Argentina|France|Italy|Norway
395,France,Scotland,Croatia|France|Scotland|Turkey
396,France,Japan,Croatia|France|Italy|Japan
397,Switzerland,Denmark,Denmark|Poland|Scotland|Switzerland
398,Brazil,France,Brazil|Colombia|France|Poland
399,Brazil,Wales,Brazil|Canada|Nigeria|Wales
400,Denmark,England,Denmark|England|Mexico|Morocco
401,Brazil,France,Brazil|France|Spain|USA
402,Nigeria,Colombia,Argentina|Colombia|Nigeria|Uruguay
403,France,Austria,Argentina|Austria|France|Italy
404,France,Norway,France|Nigeria|Norway|Serbia
405,France,Scotland,Colombia|France|Poland|Scotland
406,Brazil,Switzerland,Brazil|Colombia|Italy|Switzerland
407,France,Spain,Brazil|Ecuador|France|Spain
408,Switzerland,Argentina,Argentina|Norway|Switzerland|Wales
409,France,Ivory Coast,Argentina|France|Italy|Ivory Coast
410,Switzerland,Norway,Brazil|Italy|Norway|Switzerland
411,France,Sweden,Croatia|France|Norway|Sweden
412,France,Mexico,Ecuador|France|Mexico|Portugal
413,France,Switzerland,France|Italy|Mexico|Switzerland
414,Turkey,Ukraine,Argentina|Spain|Turkey|Ukraine
415,Turkey,Argentina,Argentina|Serbia|Switzerland|Turkey
416,France,Austria,Argentina|Austria|France|Portugal
417,Brazil,France,Belgium|Brazil|France|Italy
418,Switzerland,England,Argentina|England|Germany|Switzerland
419,France,Ivory Coast,Ecuador|France|Italy|Ivory Coast
420,France,England,England|France|Italy|Poland
421,Norway,Switzerland,Argentina|Chile|Norway|Switzerland
422,Italy,Brazil,Argentina|Brazil|Italy|USA
423,Switzerland,Turkey,Germany|Italy|Switzerland|Turkey
424,Colombia,Norway,Argentina|Colombia|Norway|Turkey
425,France,Germany,France|Germany|Italy|Serbia
426,Switzerland,France,Canada|France|Italy|Switzerland
427,Colombia,Spain,Colombia|Ecuador|Italy|Spain
428,Brazil,Colombia,Brazil|Chile|Colombia|USA
429,Italy,France,Belgium|France|Italy|Norway
430,Switzerland,France,Argentina|France|Morocco|Switzerland
431,Spain,Colombia,Argentina|Colombia|Ivory Coast|Spain
432,France,Argentina,Argentina|France|Mexico|Spain
433,Brazil,France,Argentina|Brazil|France|Spain
434,Turkey,Sweden,Brazil|Italy|Sweden|Turkey
435,France,Norway,Argentina|Croatia|France|Norway
436,France,Qatar,Argentina|France|Germany|Qatar
437,France,Austria,Austria|Chile|Ecuador|France
438,France,Norway,Argentina|France|Italy|Norway
439,Spain,Croatia,Belgium|Croatia|Spain|Switzerland
440,France,Ivory Coast,France|Ivory Coast|Norway|Poland
441,France,Switzerland,Canada|France|Ivory Coast|Switzerland
442,Sweden,Portugal,Croatia|Italy|Portugal|Sweden
443,France,Argentina,Argentina|France|Mexico|Sweden
444,France,Switzerland,Argentina|Chile|France|Switzerland
445,Switzerland,Colombia,Argentina|Colombia|Spain|Switzerland
446,Switzerland,Italy,Italy|Mexico|Switzerland|Turkey
447,Switzerland,Austria,Argentina|Austria|Spain|Switzerland
448,France,Sweden,Argentina|France|Scotland|Sweden
449,Switzerland,Norway,Argentina|Colombia|Norway|Switzerland
450,Spain,Uruguay,Croatia|Spain|Switzerland|Uruguay
451,France,Mexico,Austria|France|Mexico|Wales
452,Spain,France,Algeria|Argentina|France|Spain
453,Switzerland,Croatia,Croatia|France|Switzerland|Ukraine
454,Colombia,Portugal,Argentina|Colombia|Italy|Portugal
455,France,Italy,Belgium|France|Italy|Senegal
456,France,Italy,Austria|France|Italy|Mexico
457,Austria,Portugal,Austria|Germany|Morocco|Portugal
458,England,Uruguay,Belgium|England|Panama|Uruguay
459,Switzerland,France,France|Nigeria|Poland|Switzerland
460,England,France,Argentina|England|France|Italy
461,Portugal,Sweden,Belgium|Italy|Portugal|Sweden
462,Denmark,Morocco,Croatia|Denmark|Italy|Morocco
463,Austria,Colombia,Argentina|Austria|Chile|Colombia
464,Turkey,Norway,Argentina|Belgium|Norway|Turkey
465,Turkey,Switzerland,Ivory Coast|Poland|Switzerland|Turkey
466,Portugal,England,Argentina|England|Italy|Portugal
467,England,Argentina,Argentina|Belgium|England|Mexico
468,Italy,Sweden,Ecuador|Italy|Spain|Sweden
469,Turkey,Portugal,Argentina|Norway|Portugal|Turkey
470,France,Switzerland,Brazil|England|France|Switzerland
471,Switzerland,England,Croatia|England|Spain|Switzerland
472,Turkey,USA,Croatia|Norway|Turkey|USA
473,France,Brazil,Brazil|Croatia|France|Nigeria
474,Spain,Switzerland,Argentina|Spain|Switzerland|Turkey
475,Italy,France,Belgium|France|Italy|Nigeria
476,Brazil,France,Argentina|Brazil|France|Serbia
477,England,Colombia,Argentina|Colombia|England|Italy
478,Colombia,Switzerland,Argentina|Colombia|Italy|Switzerland
479,Switzerland,Colombia,Argentina|Colombia|Italy|Switzerland
480,Turkey,Switzerland,Mexico|Norway|Switzerland|Turkey
481,Italy,France,Argentina|France|Italy|Turkey
482,Switzerland,Austria,Argentina|Austria|Morocco|Switzerland
