simulation_id,champion,runner_up,semi_finalists
292,Argentina,Portugal,Argentina|Brazil|Canada|Portugal
293,Spain,England,Argentina|England|Portugal|Spain
294,Portugal,Ivory Coast,Argentina|Ivory Coast|Portugal|Serbia
295,Argentina,France,Argentina|Belgium|Brazil|France
296,Brazil,England,Brazil|Canada|England|Spain
297,Italy,Portugal,Italy|Portugal|Spain|Uruguay
298,Spain,Switzerland,France|Germany|Spain|Switzerland
299,France,Spain,Ecuador|England|France|Spain
300,Brazil,France,Belgium|Brazil|France|Germany
301,Argentina,Germany,Argentina|Brazil|Germany|Uruguay
302,France,Portugal,France|Germany|Mexico|Portugal
303,Germany,England,Egypt|England|Germany|Portugal
304,Canada,England,Algeria|Canada|England|France
305,Brazil,England,Brazil|Croatia|England|Spain
306,France,Argentina,Argentina|Belgium|England|France
307,Spain,Argentina,Argentina|Brazil|Spain|Switzerland
308,Spain,Argentina,Argentina|Brazil|Colombia|Spain
309,Germany,Netherlands,Brazil|Germany|Italy|Netherlands
310,England,Germany,Brazil|England|Germany|Portugal
311,Brazil,England,Brazil|England|Germany|Spain
312,France,Argentina,Argentina|Belgium|Denmark|France
313,France,Germany,Croatia|France|Germany|Italy
314,Argentina,Denmark,Argentina|Croatia|Denmark|England
315,Brazil,Norway,Brazil|Croatia|Denmark|Norway
316,Germany,Netherlands,Germany|Italy|Japan|Netherlands
317,France,Brazil,Argentina|Brazil|France|Germany
318,Argentina,Brazil,Argentina|Brazil|Italy|USA
319,Spain,Germany,Germany|Italy|Spain|Sweden
320,Netherlands,Spain,England|Germany|Netherlands|Spain
321,Brazil,Argentina,Argentina|Brazil|Germany|Italy
322,Brazil,Belgium,Belgium|Brazil|England|Serbia
323,Spain,Colombia,Argentina|Colombia|England|Spain
324,Portugal,England,Argentina|England|Germany|Portugal
325,Belgium,Norway,Belgium|England|Germany|Norway
326,Brazil,Denmark,Brazil|Denmark|France|Mexico
327,Argentina,Brazil,Argentina|Brazil|Germany|Italy
328,France,England,Chile|England|France|Spain
329,Brazil,England,Argentina|Belgium|Brazil|England
330,Brazil,England,Brazil|England|Netherlands|USA
331,Spain,Argentina,Argentina|Norway|Spain|Ukraine
332,Uruguay,Argentina,Argentina|Norway|Spain|Uruguay
333,England,Colombia,Argentina|Colombia|England|Morocco
334,Brazil,England,Argentina|Brazil|England|Netherlands
335,Denmark,France,Denmark|France|Morocco|Turkey
336,Italy,Portugal,Belgium|England|Italy|Portugal
337,France,Spain,Denmark|France|Mexico|Spain
338,Brazil,Argentina,Argentina|Belgium|Brazil|Switzerland
339,Italy,Netherlands,Croatia|Italy|Netherlands|Portugal
340,Argentina,Germany,Argentina|Germany|Italy|Portugal
341,Spain,Croatia,Brazil|Croatia|Italy|Spain
342,France,Brazil,Brazil|France|Germany|Netherlands
343,Argentina,Mexico,Argentina|Colombia|Mexico|USA
344,Brazil,Croatia,Brazil|Croatia|Italy|Japan
345,Brazil,Germany,Brazil|Colombia|Germany|Netherlands
346,Brazil,France,Argentina|Belgium|Brazil|France
347,Croatia,Portugal,Belgium|Croatia|Portugal|Uruguay
348,Croatia,Chile,Chile|Colombia|Croatia|Italy
349,Austria,Germany,Austria|England|Germany|Mexico
350,Italy,Portugal,Argentina|Italy|Netherlands|Portugal
351,France,Argentina,Argentina|Croatia|England|France
352,France,Portugal,Austria|Belgium|France|Portugal
353,Brazil,Uruguay,Brazil|Germany|Netherlands|Uruguay
354,Portugal,Brazil,Argentina|Brazil|Mexico|Portugal
355,Argentina,Portugal,Argentina|Italy|Portugal|Wales
356,Brazil,Italy,Brazil|Italy|Mexico|Spain
357,Brazil,England,Brazil|England|Netherlands|Spain
358,Argentina,England,Argentina|Brazil|England|Senegal
359,France,Belgium,Belgium|France|Spain|Uruguay
360,England,Belgium,Belgium|England|Germany|Japan
361,Spain,Croatia,Brazil|Croatia|Norway|Spain
362,France,Senegal,Argentina|England|France|Senegal
363,Portugal,Croatia,Croatia|Italy|Netherlands|Portugal
364,Germany,Argentina,Argentina|Germany|Italy|Portugal
365,Germany,France,France|Germany|Netherlands|Turkey
366,England,Argentina,Argentina|Chile|England|Qatar
367,Argentina,Spain,Argentina|France|Italy|Spain
368,Brazil,Portugal,Belgium|Brazil|Portugal|Spain
369,Morocco,Germany,France|Germany|Morocco|Ukraine
370,Belgium,Brazil,Belgium|Brazil|Portugal|Spain
371,Spain,Croatia,Brazil|Colombia|Croatia|Spain
372,Brazil,Belgium,Belgium|Brazil|England|Spain
373,Spain,Senegal,Argentina|France|Senegal|Spain
374,Portugal,Spain,Belgium|Brazil|Portugal|Spain
375,Argentina,Italy,Argentina|France|Italy|Netherlands
376,France,Norway,France|Norway|Spain|Uruguay
377,Portugal,Argentina,Argentina|England|France|Portugal
378,Germany,Italy,Brazil|Germany|Italy|Mexico
379,Brazil,Netherlands,Brazil|Italy|Netherlands|Spain
380,Argentina,Portugal,Argentina|Ghana|Italy|Portugal
381,Croatia,Portugal,Australia|Chile|Croatia|Portugal
382,Spain,Germany,England|Germany|Portugal|Spain
383,Uruguay,Argentina,Argentina|Germany|Italy|Uruguay
384,Brazil,England,Brazil|England|Morocco|USA
385,Argentina,France,Argentina|France|Italy|Serbia
386,Portugal,Spain,Argentina|Germany|Portugal|Spain
387,Norway,Argentina,Argentina|England|Netherlands|Norway
388,Brazil,Argentina,Argentina|Brazil|Italy|Netherlands
389,France,Argentina,Argentina|Belgium|Brazil|France
390,Germany,Portugal,Germany|Italy|Portugal|USA
391,France,Uruguay,Argentina|France|Spain|Uruguay
392,Spain,Italy,Brazil|France|Italy|Spain
393,Mexico,England,Belgium|Brazil|England|Mexico
394,Spain,England,Argentina|England|Portugal|Spain
395,Uruguay,Germany,Germany|Italy|Spain|Uruguay
396,Portugal,Switzerland,Egypt|Mexico|Portugal|Switzerland
397,Argentina,Netherlands,Argentina|Denmark|France|Netherlands
398,Argentina,Turkey,Argentina|Italy|Portugal|Turkey
399,Germany,Spain,England|Germany|Italy|Spain
400,France,Netherlands,Belgium|England|France|Netherlands
401,Germany,Spain,Germany|Morocco|Spain|Uruguay
402,Argentina,Germany,Argentina|England|Germany|Uruguay
403,Germany,Netherlands,Denmark|France|Germany|Netherlands
404,England,Spain,Brazil|England|Germany|Spain
405,France,Belgium,Argentina|Belgium|Brazil|France
406,Portugal,Brazil,Argentina|Brazil|Netherlands|Portugal
407,Brazil,Germany,Argentina|Brazil|Germany|Switzerland
408,France,Belgium,Belgium|Denmark|England|France
409,England,Argentina,Argentina|Belgium|England|Portugal
410,Portugal,Italy,Argentina|Belgium|Italy|Portugal
411,Argentina,France,Argentina|Egypt|France|Portugal
412,Germany,Portugal,Germany|Portugal|Spain|Uruguay
413,England,France,England|France|Germany|Morocco
414,Argentina,Portugal,Argentina|England|Portugal|South Korea
415,Germany,Colombia,Colombia|Denmark|Germany|Morocco
416,France,Argentina,Argentina|France|Portugal|Spain
417,Brazil,England,Brazil|England|Germany|Senegal
418,Brazil,France,Argentina|Brazil|France|Spain
419,France,Argentina,Argentina|Belgium|France|USA
420,France,Colombia,Colombia|France|Germany|Spain
421,Denmark,Netherlands,Denmark|Netherlands|Turkey|Uruguay
422,France,Argentina,Argentina|France|Morocco|Ukraine
423,Italy,Colombia,Colombia|Croatia|Italy|Spain
424,England,Germany,Argentina|Brazil|England|Germany
425,Brazil,Argentina,Argentina|Brazil|France|Portugal
426,Portugal,Uruguay,Argentina|Croatia|Portugal|Uruguay
427,Belgium,Argentina,Argentina|Belgium|Brazil|Denmark
428,Portugal,Germany,Germany|Italy|Portugal|Spain
429,Croatia,Italy,Belgium|Croatia|Italy|Senegal
430,Brazil,Argentina,Argentina|Brazil|England|Ivory Coast
431,Denmark,Brazil,Argentina|Brazil|Denmark|Spain
432,Uruguay,Portugal,Argentina|Morocco|Portugal|Uruguay
433,England,Germany,Colombia|England|Germany|Uruguay
434,Portugal,England,Croatia|England|Portugal|Spain
435,Germany,Switzerland,England|Germany|Portugal|Switzerland
436,Germany,Spain,France|Germany|Italy|Spain
437,France,Spain,Canada|France|Spain|USA
438,Brazil,Belgium,Belgium|Brazil|Croatia|Norway
439,Netherlands,England,England|Germany|Netherlands|Portugal
440,France,Netherlands,France|Italy|Netherlands|Serbia
441,England,Brazil,Argentina|Belgium|Brazil|England
442,France,Argentina,Argentina|Croatia|France|USA
443,Portugal,Italy,Belgium|Italy|Mexico|Portugal
444,Brazil,Portugal,Argentina|Brazil|Netherlands|Portugal
445,Italy,Spain,Brazil|Italy|Morocco|Spain
446,England,Uruguay,England|Ghana|Mexico|Uruguay
447,Argentina,Spain,Argentina|France|Spain|Switzerland
448,Argentina,Netherlands,Argentina|Brazil|Netherlands|Norway
449,Spain,Colombia,Austria|Colombia|France|Spain
450,Croatia,Italy,Canada|Croatia|Italy|Portugal
451,Germany,Argentina,Argentina|Brazil|Germany|Netherlands
452,Argentina,Belgium,Argentina|Belgium|France|Sweden
453,Argentina,Brazil,Argentina|Brazil|Netherlands|Portugal
454,Argentina,England,Argentina|England|Germany|Portugal
455,England,Brazil,Brazil|England|Portugal|Senegal
456,England,Italy,Belgium|England|Italy|Morocco
457,Brazil,Argentina,Argentina|Belgium|Brazil|Serbia
458,Brazil,Belgium,Belgium|Brazil|Colombia|Croatia
459,England,Argentina,Argentina|Croatia|England|Spain
460,Germany,Argentina,Argentina|Brazil|Denmark|Germany
461,Spain,Germany,Colombia|Germany|Italy|Spain
462,Netherlands,Spain,Brazil|Chile|Netherlands|Spain
463,Brazil,Spain,Brazil|Mexico|Portugal|Spain
464,Spain,Germany,Brazil|France|Germany|Spain
465,Brazil,Italy,Argentina|Brazil|Italy|USA
466,Switzerland,England,Argentina|England|Morocco|Switzerland
467,Brazil,Germany,Brazil|Germany|Spain|Switzerland
468,Spain,Belgium,Belgium|Portugal|Spain|Switzerland
469,Croatia,Uruguay,Croatia|Spain|USA|Uruguay
470,France,England,Belgium|England|France|Morocco
471,England,Italy,England|Italy|Morocco|Spain
472,Brazil,Germany,Brazil|France|Germany|Spain
473,Spain,Portugal,Italy|Netherlands|Portugal|Spain
474,Portugal,Uruguay,Argentina|Australia|Portugal|Uruguay
475,England,Portugal,England|Ivory Coast|Portugal|USA
476,Portugal,Scotland,Belgium|England|Portugal|Scotland
477,Belgium,Spain,Belgium|Brazil|England|Spain
478,Brazil,Argentina,Argentina|Brazil|England|Germany
479,Brazil,England,Argentina|Brazil|England|Morocco
480,Argentina,France,Argentina|England|France|Spain
481,England,Germany,Argentina|Brazil|England|Germany
482,Spain,Italy,Germany|Italy|Spain|Sweden
483,England,Brazil,Austria|Brazil|England|Netherlands
484,France,England,Argentina|Croatia|England|France
485,England,Spain,Argentina|England|Portugal|Spain
486,Portugal,Brazil,Argentina|Brazil|Germany|Portugal
487,Brazil,Spain,Brazil|England|Netherlands|Spain
488,Argentina,Spain,Argentina|France|Italy|Spain
489,Portugal,Italy,Belgium|Croatia|Italy|Portugal
490,France,Brazil,Brazil|Croatia|France|Netherlands
491,Brazil,Germany,Brazil|England|Germany|Netherlands
492,Brazil,England,Brazil|Croatia|England|Germany
493,Spain,Italy,Germany|Italy|Spain|Ukraine
494,Brazil,Germany,Brazil|Germany|Spain|Wales
495,Brazil,Spain,Brazil|England|Germany|Spain
496,Mexico,France,Colombia|France|Mexico|Nigeria
497,Brazil,Denmark,Argentina|Brazil|Croatia|Denmark
498,Portugal,Netherlands,Belgium|Netherlands|Portugal|Spain
499,Brazil,France,Argentina|Brazil|Egypt|France
500,Brazil,Germany,Austria|Brazil|Germany|Mexico
501,Argentina,Spain,Argentina|Brazil|Portugal|Spain
502,Argentina,Portugal,Argentina|Netherlands|Portugal|USA
