simulation_id,champion,runner_up,semi_finalists
95,Argentina,Netherlands,Argentina|England|Japan|Netherlands
96,Brazil,Netherlands,Brazil|Germany|Mexico|Netherlands
97,Brazil,Morocco,Brazil|Italy|Morocco|Netherlands
98,Argentina,Belgium,Argentina|Austria|Belgium|Netherlands
99,Chile,France,Chile|France|Portugal|USA
100,Italy,Netherlands,Austria|France|Italy|Netherlands
101,Netherlands,Belgium,Argentina|Belgium|Netherlands|Norway
102,Netherlands,Italy,Italy|Netherlands|Spain|Ukraine
103,Germany,Switzerland,Argentina|Ecuador|Germany|Switzerland
104,Argentina,Netherlands,Argentina|Austria|Italy|Netherlands
105,England,Turkey,Brazil|Denmark|England|Turkey
106,France,Uruguay,England|France|Senegal|Uruguay
107,France,Chile,Chile|France|Germany|Mexico
108,Uruguay,Spain,England|Mexico|Spain|Uruguay
109,France,Denmark,Belgium|Denmark|England|France
110,Argentina,Belgium,Argentina|Belgium|Germany|Senegal
111,Spain,Serbia,England|Norway|Serbia|Spain
112,Brazil,Uruguay,Brazil|England|Mexico|Uruguay
113,Netherlands,Argentina,Argentina|Germany|Mexico|Netherlands
114,Netherlands,Argentina,Argentina|England|Mexico|Netherlands
115,Brazil,Belgium,Belgium|Brazil|Denmark|Portugal
116,France,Croatia,Austria|Croatia|France|Portugal
117,Netherlands,Spain,Germany|Mexico|Netherlands|Spain
118,Argentina,Mexico,Argentina|Germany|Mexico|Netherlands
119,Austria,England,Austria|England|France|Uruguay
120,Morocco,Brazil,Brazil|Denmark|Germany|Morocco
121,Spain,Morocco,Croatia|England|Morocco|Spain
122,Spain,Croatia,Croatia|Denmark|Portugal|Spain
123,France,Colombia,Colombia|France|Germany|Netherlands
124,France,Ukraine,France|Germany|Netherlands|Ukraine
125,Argentina,Netherlands,Argentina|Italy|Netherlands|Switzerland
126,France,Netherlands,France|Netherlands|Norway|Portugal
127,France,Uruguay,France|Mexico|Portugal|Uruguay
128,Argentina,Mexico,Argentina|Belgium|Mexico|Portugal
129,Brazil,Mexico,Brazil|England|Mexico|Netherlands
130,Uruguay,Portugal,Argentina|Norway|Portugal|Uruguay
131,Argentina,Netherlands,Argentina|Italy|Netherlands|Sweden
132,Portugal,Mexico,Brazil|Mexico|Netherlands|Portugal
133,Argentina,Netherlands,Argentina|Japan|Netherlands|Portugal
134,France,Colombia,Colombia|France|Italy|Morocco
135,Argentina,Switzerland,Argentina|Germany|Switzerland|Turkey
136,Argentina,Austria,Argentina|Austria|Belgium|Italy
137,Argentina,Belgium,Argentina|Belgium|England|Switzerland
138,Norway,Brazil,Brazil|Croatia|Germany|Norway
139,Brazil,South Korea,Brazil|England|Norway|South Korea
140,Brazil,Netherlands,Brazil|England|Mexico|Netherlands
141,Brazil,Japan,Brazil|Croatia|Germany|Japan
142,Brazil,Croatia,Brazil|Croatia|Germany|Mexico
143,Portugal,Belgium,Belgium|Portugal|Senegal|Spain
144,Brazil,Switzerland,Brazil|Colombia|Ivory Coast|Switzerland
145,France,Austria,Austria|France|Germany|Netherlands
146,Argentina,Ukraine,Argentina|Belgium|Germany|Ukraine
147,Germany,Netherlands,Argentina|Germany|Netherlands|Senegal
148,France,Switzerland,France|Germany|Netherlands|Switzerland
149,Argentina,Netherlands,Argentina|Denmark|Italy|Netherlands
150,Brazil,USA,Brazil|Morocco|Scotland|USA
151,Senegal,Argentina,Argentina|Germany|Senegal|Uruguay
152,Argentina,Japan,Argentina|Croatia|Italy|Japan
153,Portugal,Netherlands,Argentina|Colombia|Netherlands|Portugal
154,Germany,Colombia,Argentina|Colombia|Germany|Uruguay
155,France,Netherlands,Colombia|France|Germany|Netherlands
156,Argentina,Switzerland,Argentina|Portugal|Switzerland|Uruguay
157,France,Japan,France|Germany|Japan|Turkey
158,Austria,Argentina,Argentina|Austria|Croatia|Germany
159,Netherlands,Germany,Argentina|Germany|Netherlands|Switzerland
160,Italy,Croatia,Brazil|Croatia|Italy|Turkey
161,Portugal,Netherlands,Austria|France|Netherlands|Portugal
162,Belgium,Argentina,Argentina|Belgium|England|Norway
163,England,Belgium,Argentina|Belgium|Colombia|England
164,England,Netherlands,Argentina|Colombia|England|Netherlands
165,France,Netherlands,England|France|Mexico|Netherlands
166,Mexico,Argentina,Argentina|Ecuador|Germany|Mexico
167,Brazil,Morocco,Brazil|England|Japan|Morocco
168,England,Netherlands,Brazil|England|Netherlands|Sweden
169,England,Switzerland,Argentina|Croatia|England|Switzerland
170,France,Croatia,Croatia|France|Italy|Mexico
171,England,Belgium,Argentina|Belgium|Colombia|England
172,Germany,Netherlands,Argentina|Germany|Mexico|Netherlands
173,Mexico,Spain,Egypt|Mexico|Serbia|Spain
174,Argentina,Colombia,Argentina|Colombia|Germany|Netherlands
175,Netherlands,Brazil,Austria|Brazil|England|Netherlands
176,Argentina,Mexico,Argentina|Croatia|Germany|Mexico
177,Argentina,Turkey,Argentina|Norway|Portugal|Turkey
178,Argentina,Netherlands,Argentina|Austria|England|Netherlands
179,Belgium,Argentina,Argentina|Belgium|England|Ukraine
180,Brazil,Switzerland,Brazil|Chile|Germany|Switzerland
181,Argentina,Senegal,Argentina|England|Senegal|Uruguay
182,Portugal,Japan,France|Japan|Netherlands|Portugal
183,Germany,Denmark,Brazil|Denmark|Germany|Serbia
184,Argentina,Belgium,Argentina|Belgium|England|Switzerland
185,Brazil,Belgium,Belgium|Brazil|Morocco|Portugal
186,Belgium,Brazil,Belgium|Brazil|Italy|Ukraine
187,Germany,Belgium,Belgium|Brazil|Germany|Mexico
188,Brazil,Uruguay,Brazil|England|Sweden|Uruguay
189,England,Belgium,Argentina|Belgium|Denmark|England
190,Argentina,Austria,Argentina|Austria|Germany|Netherlands
191,Switzerland,Portugal,Croatia|Ghana|Portugal|Switzerland
192,Netherlands,France,Denmark|France|Italy|Netherlands
193,Brazil,Netherlands,Brazil|Italy|Netherlands|Switzerland
194,Serbia,Brazil,Brazil|Germany|Morocco|Serbia
195,Netherlands,Brazil,Brazil|Colombia|England|Netherlands
196,Spain,Mexico,England|Mexico|Netherlands|Spain
197,Brazil,Belgium,Belgium|Brazil|England|Switzerland
198,Argentina,Belgium,Argentina|Austria|Belgium|Italy
199,France,Uruguay,England|France|Morocco|Uruguay
200,Belgium,France,Belgium|France|Netherlands|Senegal
201,Chile,England,Brazil|Chile|England|Switzerland
202,Brazil,Netherlands,Brazil|England|Netherlands|Norway
203,France,Croatia,Croatia|France|Italy|USA
204,Uruguay,France,Denmark|England|France|Uruguay
205,Denmark,Argentina,Argentina|Denmark|Netherlands|Portugal
206,USA,Brazil,Brazil|Netherlands|Portugal|USA
207,Argentina,Croatia,Argentina|Croatia|Egypt|Switzerland
208,Argentina,Switzerland,Argentina|Denmark|Portugal|Switzerland
209,Austria,Spain,Austria|England|Netherlands|Spain
210,Belgium,Spain,Belgium|Norway|Portugal|Spain
211,Italy,Mexico,France|Italy|Mexico|Serbia
212,France,Norway,Belgium|France|Italy|Norway
213,Brazil,Colombia,Brazil|Colombia|England|Uruguay
214,Portugal,Croatia,Austria|Croatia|France|Portugal
215,France,Croatia,Austria|Croatia|France|Portugal
216,Belgium,France,Austria|Belgium|France|Portugal
217,Argentina,Denmark,Argentina|Denmark|England|Uruguay
218,France,Denmark,Denmark|France|Morocco|Netherlands
219,Brazil,Netherlands,Brazil|Mexico|Netherlands|Portugal
220,Argentina,Switzerland,Argentina|Belgium|Portugal|Switzerland
221,USA,Argentina,Argentina|Belgium|England|USA
222,Argentina,Uruguay,Argentina|Austria|Germany|Uruguay
223,Germany,Senegal,Argentina|Croatia|Germany|Senegal
224,France,Netherlands,France|Netherlands|Portugal|Sweden
225,Portugal,Croatia,Croatia|France|Portugal|Switzerland
226,Brazil,Belgium,Belgium|Brazil|Germany|Senegal
227,France,Croatia,Croatia|England|France|USA
228,Denmark,England,Brazil|Denmark|England|Uruguay
229,Mexico,Argentina,Argentina|Mexico|Netherlands|Senegal
230,Scotland,France,Austria|France|Portugal|Scotland
231,Spain,Morocco,Germany|Morocco|Spain|Ukraine
232,Brazil,Sweden,Brazil|England|Netherlands|Sweden
233,France,Belgium,Belgium|Denmark|England|France
234,Germany,Austria,Austria|Belgium|Brazil|Germany
235,France,Croatia,Croatia|France|Portugal|Serbia
236,Portugal,Nigeria,Argentina|Nigeria|Norway|Portugal
237,France,Colombia,Colombia|England|France|Uruguay
238,Argentina,Austria,Argentina|Austria|Germany|Netherlands
239,Spain,Switzerland,Portugal|Spain|Sweden|Switzerland
240,Argentina,Morocco,Argentina|England|Mexico|Morocco
241,Argentina,Belgium,Argentina|Belgium|Colombia|Germany
242,Spain,Belgium,Belgium|Mexico|Portugal|Spain
243,England,Belgium,Argentina|Belgium|England|USA
244,Argentina,Turkey,Argentina|Croatia|England|Turkey
245,Spain,Norway,Croatia|Germany|Norway|Spain
246,Brazil,Belgium,Belgium|Brazil|England|Switzerland
247,Argentina,Uruguay,Argentina|Germany|Ukraine|Uruguay
248,USA,England,Argentina|England|Mexico|USA
249,Argentina,Netherlands,Argentina|Mexico|Netherlands|Portugal
250,Portugal,Morocco,Belgium|Morocco|Portugal|Spain
251,Argentina,Denmark,Argentina|Denmark|England|Nigeria
252,Mexico,Argentina,Argentina|Belgium|Germany|Mexico
253,Portugal,Belgium,Belgium|Colombia|France|Portugal
254,Argentina,Belgium,Argentina|Austria|Belgium|England
255,England,Colombia,Colombia|England|Germany|Ukraine
256,Portugal,Croatia,Colombia|Croatia|France|Portugal
257,Argentina,Croatia,Argentina|Croatia|Portugal|Switzerland
258,Switzerland,Ivory Coast,Argentina|Belgium|Ivory Coast|Switzerland
259,England,Norway,Argentina|England|Netherlands|Norway
260,Portugal,Croatia,Argentina|Croatia|Denmark|Portugal
261,Portugal,Norway,Argentina|Netherlands|Norway|Portugal
262,Argentina,Netherlands,Argentina|Colombia|Germany|Netherlands
263,Portugal,Senegal,Argentina|Belgium|Portugal|Senegal
264,Argentina,Poland,Argentina|Austria|England|Poland
265,Portugal,Japan,Argentina|Belgium|Japan|Portugal
266,Argentina,Netherlands,Argentina|England|Japan|Netherlands
267,France,Netherlands,England|France|Netherlands|Senegal
268,Germany,Uruguay,France|Germany|Sweden|Uruguay
269,France,Uruguay,France|Italy|Switzerland|Uruguay
270,Spain,Mexico,Italy|Mexico|Spain|Uruguay
271,Germany,Norway,England|Germany|Nigeria|Norway
272,Croatia,Brazil,Brazil|Chile|Croatia|Portugal
273,Denmark,Germany,Argentina|Denmark|Germany|Uruguay
274,Austria,France,Austria|France|Italy|Morocco
275,England,Norway,Argentina|Belgium|England|Norway
276,Spain,Norway,Netherlands|Norway|Portugal|Spain
277,Argentina,Switzerland,Argentina|Croatia|Italy|Switzerland
278,Belgium,Netherlands,Argentina|Belgium|Mexico|Netherlands
279,France,Sweden,France|Italy|Morocco|Sweden
280,Portugal,Croatia,Croatia|France|Portugal|Switzerland
281,England,Uruguay,England|Spain|Switzerland|Uruguay
282,England,Uruguay,Argentina|Austria|England|Uruguay
283,Netherlands,England,Argentina|England|Netherlands|Switzerland
284,Brazil,Croatia,Brazil|Croatia|Morocco|Portugal
285,England,Croatia,Croatia|England|France|Norway
286,Brazil,Uruguay,Brazil|Germany|Morocco|Uruguay
287,Argentina,Croatia,Argentina|Croatia|England|Norway
288,Belgium,France,Belgium|France|Netherlands|Senegal
289,France,Belgium,Belgium|France|Morocco|Portugal
290,France,Belgium,Belgium|Canada|France|Senegal
291,France,Netherlands,France|Mexico|Netherlands|Portugal
292,Japan,France,England|France|Japan|Netherlands
293,Argentina,Mexico,Argentina|Germany|Mexico|Uruguay
294,Argentina,Belgium,Argentina|Belgium|Italy|Mexico
295,Argentina,Mexico,Argentina|England|Mexico|Netherlands
296,Brazil,Netherlands,Brazil|England|Netherlands|Senegal
297,Netherlands,Italy,Argentina|Italy|Netherlands|Senegal
298,Spain,Belgium,Belgium|Portugal|Spain|Sweden
299,Argentina,Croatia,Argentina|Croatia|Germany|Morocco
300,Japan,Germany,Belgium|France|Germany|Japan
301,Germany,Netherlands,Germany|Mexico|Netherlands|Spain
302,Brazil,Netherlands,Brazil|Colombia|Italy|Netherlands
303,Brazil,Netherlands,Brazil|England|Mexico|Netherlands
304,Croatia,Argentina,Argentina|Croatia|Denmark|England
305,Sweden,Germany,Brazil|Germany|Sweden|Uruguay
306,France,Mexico,England|France|Mexico|Netherlands
307,Belgium,Italy,Argentina|Belgium|Italy|Japan
308,Portugal,Ukraine,Argentina|Netherlands|Portugal|Ukraine
309,Argentina,Ecuador,Argentina|Austria|Ecuador|Germany
310,Portugal,Sweden,Argentina|Chile|Portugal|Sweden
311,Netherlands,Spain,Austria|England|Netherlands|Spain
312,Argentina,Belgium,Argentina|Belgium|Italy|Norway
313,Belgium,France,Belgium|France|Italy|Mexico
314,Portugal,Uruguay,France|Portugal|Senegal|Uruguay
315,France,Colombia,Belgium|Colombia|France|Portugal
316,Germany,Belgium,Argentina|Belgium|Germany|Switzerland
317,Ukraine,England,Brazil|England|Mexico|Ukraine
318,USA,England,Brazil|England|Netherlands|USA
319,Argentina,Uruguay,Argentina|Austria|Italy|Uruguay
320,Argentina,Japan,Argentina|Croatia|Japan|Portugal
321,Switzerland,Argentina,Argentina|Germany|Senegal|Switzerland
322,Argentina,Austria,Argentina|Austria|Germany|Serbia
323,Spain,Belgium,Belgium|Portugal|Spain|Switzerland
324,France,Colombia,Colombia|Croatia|France|Portugal
325,Brazil,Belgium,Belgium|Brazil|Japan|Portugal
326,Argentina,Uruguay,Argentina|Portugal|Ukraine|Uruguay
327,France,Croatia,Croatia|France|Italy|Switzerland
328,Spain,Norway,Belgium|Germany|Norway|Spain
329,Italy,Ukraine,Brazil|Italy|Serbia|Ukraine
330,Argentina,South Korea,Argentina|England|Japan|South Korea
331,Argentina,South Korea,Argentina|Austria|England|South Korea
332,Netherlands,Peru,Germany|Japan|Netherlands|Peru
333,Argentina,Belgium,Argentina|Belgium|Germany|Japan
334,Brazil,Austria,Austria|Brazil|Egypt|England
335,Argentina,Belgium,Argentina|Belgium|Portugal|Sweden
336,France,Netherlands,England|France|Mexico|Netherlands
337,Argentina,Netherlands,Argentina|Denmark|England|Netherlands
338,England,Mexico,Belgium|Brazil|England|Mexico
339,Argentina,Netherlands,Argentina|Morocco|Netherlands|Poland
340,Croatia,Argentina,Argentina|Croatia|Denmark|England
341,Switzerland,Netherlands,Argentina|Morocco|Netherlands|Switzerland
342,France,Uruguay,Austria|France|Portugal|Uruguay
343,Denmark,Germany,Argentina|Denmark|Germany|Uruguay
344,Argentina,Netherlands,Argentina|England|Netherlands|Ukraine
345,Brazil,Netherlands,Brazil|Germany|Morocco|Netherlands
346,Argentina,Netherlands,Argentina|Germany|Morocco|Netherlands
347,Italy,Poland,Italy|Poland|Spain|Sweden
348,France,Norway,Belgium|France|Italy|Norway
349,Netherlands,Brazil,Brazil|Italy|Netherlands|Norway
350,France,Morocco,France|Japan|Morocco|Netherlands
351,Switzerland,Argentina,Argentina|Belgium|England|Switzerland
352,France,Uruguay,Colombia|France|Netherlands|Uruguay
353,Portugal,Belgium,Belgium|France|Portugal|Switzerland
354,Argentina,Belgium,Argentina|Belgium|Germany|Switzerland
355,England,Colombia,Belgium|Brazil|Colombia|England
356,France,Switzerland,Belgium|France|Italy|Switzerland
357,France,Netherlands,Denmark|France|Germany|Netherlands
358,Brazil,Norway,Brazil|Nigeria|Norway|Portugal
359,England,USA,Croatia|England|France|USA
360,Portugal,Belgium,Belgium|France|Portugal|Ukraine
361,Brazil,Austria,Austria|Brazil|Ecuador|England
362,Wales,Uruguay,Morocco|Spain|Uruguay|Wales
363,France,Norway,France|Norway|Portugal|Uruguay
364,Argentina,Morocco,Argentina|England|Morocco|Netherlands
365,Brazil,Netherlands,Brazil|Denmark|England|Netherlands
366,Argentina,Ecuador,Argentina|Ecuador|Italy|Mexico
367,Netherlands,Belgium,Argentina|Belgium|Netherlands|Ukraine
368,Brazil,Norway,Brazil|Morocco|Norway|Portugal
369,Brazil,Turkey,Brazil|Croatia|Portugal|Turkey
370,Spain,Netherlands,Netherlands|Portugal|Spain|Switzerland
371,Argentina,Denmark,Argentina|Denmark|Netherlands|Portugal
372,Colombia,Argentina,Argentina|Colombia|Germany|Senegal
373,Germany,Scotland,Argentina|Germany|Scotland|USA
374,Netherlands,Portugal,Brazil|Netherlands|Portugal|Sweden
375,England,Belgium,Belgium|England|Mexico|Spain
376,Brazil,Croatia,Brazil|Croatia|Germany|Japan
377,Argentina,Netherlands,Argentina|Morocco|Netherlands|Portugal
378,England,Austria,Austria|Croatia|England|France
379,Morocco,France,France|Italy|Morocco|Switzerland
380,Switzerland,Argentina,Argentina|Germany|Morocco|Switzerland
381,Brazil,Senegal,Brazil|Germany|Senegal|Uruguay
382,France,Netherlands,France|Morocco|Netherlands|Portugal
383,Spain,Morocco,Japan|Morocco|Spain|Uruguay
384,France,Japan,France|Italy|Japan|Turkey
385,England,Belgium,Austria|Belgium|Brazil|England
386,Argentina,Belgium,Argentina|Belgium|Portugal|Switzerland
387,Sweden,France,Belgium|France|Germany|Sweden
388,Netherlands,Argentina,Argentina|England|Netherlands|Switzerland
389,Argentina,Croatia,Argentina|Croatia|England|Switzerland
390,Portugal,USA,France|Portugal|USA|Uruguay
391,Argentina,Norway,Argentina|Norway|Portugal|South Korea
392,Spain,Colombia,Belgium|Colombia|Germany|Spain
393,Brazil,Senegal,Brazil|England|Senegal|Uruguay
394,Brazil,Denmark,Brazil|Colombia|Denmark|Portugal
395,Argentina,Mexico,Argentina|Italy|Mexico|Netherlands
396,Germany,Egypt,Egypt|France|Germany|Sweden
397,Argentina,Switzerland,Argentina|Belgium|England|Switzerland
398,Spain,Switzerland,Germany|Netherlands|Spain|Switzerland
399,Netherlands,USA,Argentina|Netherlands|USA|Uruguay
400,France,Belgium,Belgium|Denmark|France|Germany
401,Belgium,Argentina,Argentina|Belgium|England|Mexico
402,Netherlands,Germany,Argentina|Germany|Netherlands|Switzerland
403,France,Croatia,Croatia|France|Japan|Portugal
404,England,Uruguay,England|Netherlands|Ukraine|Uruguay
405,England,Belgium,Belgium|Brazil|Denmark|England
406,Brazil,Denmark,Brazil|Denmark|Germany|Netherlands
407,France,Japan,Belgium|France|Japan|Wales
408,Denmark,Germany,Brazil|Croatia|Denmark|Germany
409,Portugal,Senegal,Argentina|Morocco|Portugal|Senegal
410,Netherlands,Spain,England|Netherlands|Spain|Ukraine
411,Germany,Denmark,Argentina|Denmark|Germany|Netherlands
412,Argentina,Austria,Argentina|Austria|Belgium|Germany
413,Brazil,Belgium,Belgium|Brazil|Denmark|Germany
414,England,Austria,Austria|Croatia|England|Spain
415,Belgium,England,Belgium|England|France|Senegal
416,Netherlands,Germany,Argentina|Germany|Mexico|Netherlands
417,Argentina,Mexico,Argentina|Croatia|Mexico|Portugal
418,Uruguay,Argentina,Argentina|Italy|Ukraine|Uruguay
419,Argentina,Belgium,Argentina|Belgium|England|Switzerland
420,Brazil,Croatia,Brazil|Croatia|Germany|Japan
421,Argentina,USA,Argentina|England|Switzerland|USA
422,Portugal,Uruguay,Argentina|Norway|Portugal|Uruguay
423,France,Netherlands,Colombia|England|France|Netherlands
424,Spain,Austria,Austria|Croatia|Italy|Spain
425,Brazil,Uruguay,Brazil|Germany|Japan|Uruguay
426,England,Colombia,Colombia|England|France|Netherlands
427,Belgium,France,Belgium|England|France|Mexico
428,France,Netherlands,France|Italy|Morocco|Netherlands
429,Brazil,Croatia,Brazil|Croatia|England|Mexico
430,Brazil,Norway,Belgium|Brazil|Norway|Portugal
431,Netherlands,Brazil,Brazil|Denmark|Netherlands|Portugal
432,Argentina,Uruguay,Argentina|England|Norway|Uruguay
433,Spain,Morocco,Germany|Japan|Morocco|Spain
434,Argentina,Belgium,Argentina|Belgium|Netherlands|Sweden
435,Spain,Switzerland,Denmark|Italy|Spain|Switzerland
436,Italy,Japan,Argentina|Italy|Japan|USA
437,Italy,Senegal,Croatia|France|Italy|Senegal
438,Germany,Belgium,Belgium|France|Germany|USA
439,Argentina,Switzerland,Argentina|England|Netherlands|Switzerland
440,Netherlands,Portugal,Argentina|Japan|Netherlands|Portugal
441,Brazil,Sweden,Belgium|Brazil|Italy|Sweden
442,Argentina,Croatia,Argentina|Croatia|Germany|Senegal
443,Argentina,Switzerland,Argentina|Croatia|Portugal|Switzerland
444,Denmark,Argentina,Argentina|Denmark|Germany|Ukraine
445,Netherlands,England,Denmark|England|Netherlands|Spain
446,France,Uruguay,France|Mexico|Portugal|Uruguay
447,Netherlands,England,Brazil|England|Mexico|Netherlands
448,Brazil,Norway,Brazil|Germany|Morocco|Norway
449,Austria,Netherlands,Austria|England|Netherlands|Ukraine
450,Netherlands,Croatia,Argentina|Austria|Croatia|Netherlands
451,Croatia,Argentina,Argentina|Croatia|Germany|Japan
452,Argentina,Ukraine,Argentina|Portugal|Switzerland|Ukraine
453,France,Colombia,Colombia|France|Portugal|USA
454,Brazil,Uruguay,Brazil|Morocco|Portugal|Uruguay
455,Netherlands,Argentina,Argentina|Netherlands|Scotland|Senegal
456,Brazil,Switzerland,Brazil|Germany|Serbia|Switzerland
457,Argentina,Netherlands,Argentina|England|Netherlands|Norway
458,Spain,Netherlands,Austria|England|Netherlands|Spain
459,England,Norway,Brazil|Croatia|England|Norway
460,Portugal,Morocco,France|Morocco|Portugal|Switzerland
461,Argentina,Croatia,Argentina|Colombia|Croatia|Italy
462,Germany,Croatia,Croatia|France|Germany|Mexico
463,Morocco,Argentina,Argentina|Morocco|Netherlands|Norway
464,France,Morocco,France|Italy|Morocco|Uruguay
465,Argentina,Japan,Argentina|Germany|Japan|Uruguay
466,Argentina,Netherlands,Argentina|Austria|Netherlands|Portugal
467,Portugal,Switzerland,Croatia|Portugal|Spain|Switzerland
468,Ecuador,Argentina,Argentina|Ecuador|England|Sweden
469,Argentina,Netherlands,Argentina|Germany|Netherlands|Switzerland
470,France,Switzerland,France|Germany|Netherlands|Switzerland
471,Brazil,Switzerland,Brazil|England|Netherlands|Switzerland
472,Germany,Morocco,Denmark|England|Germany|Morocco
473,Argentina,Belgium,Argentina|Belgium|Denmark|Germany
474,Portugal,Denmark,Argentina|Denmark|Netherlands|Portugal
