simulation_id,champion,runner_up,semi_finalists
60,Spain,Germany,England|Germany|Spain|Uruguay
61,Brazil,Italy,Argentina|Brazil|Italy|Spain
62,Brazil,England,Belgium|Brazil|Croatia|England
63,Brazil,Colombia,Brazil|Colombia|Germany|Ivory Coast
64,Italy,England,Argentina|England|Italy|Uruguay
65,France,Argentina,Argentina|Croatia|France|Italy
66,Brazil,Senegal,Argentina|Brazil|Senegal|Spain
67,Germany,Portugal,Argentina|France|Germany|Portugal
68,Belgium,Denmark,Austria|Belgium|Denmark|Portugal
69,Argentina,Norway,Argentina|Croatia|France|Norway
70,Argentina,Germany,Argentina|Brazil|England|Germany
71,Argentina,Italy,Argentina|England|Italy|Spain
72,France,Argentina,Argentina|Croatia|France|Uruguay
73,Brazil,Colombia,Brazil|Colombia|Germany|Spain
74,Brazil,Spain,Brazil|Senegal|Spain|Uruguay
75,Uruguay,Germany,France|Germany|Spain|Uruguay
76,Portugal,France,France|Germany|Mexico|Portugal
77,Argentina,Senegal,Argentina|Italy|Portugal|Senegal
78,England,Japan,Brazil|England|Japan|Uruguay
79,Italy,France,Belgium|Croatia|France|Italy
80,Colombia,Germany,Belgium|Colombia|Germany|Italy
81,Germany,Spain,Austria|France|Germany|Spain
82,France,Spain,Belgium|France|Italy|Spain
83,Argentina,Italy,Argentina|Belgium|Brazil|Italy
84,Spain,Germany,France|Germany|Portugal|Spain
85,France,Austria,Austria|France|Netherlands|Portugal
86,Germany,Uruguay,Argentina|England|Germany|Uruguay
87,Switzerland,France,Belgium|Canada|France|Switzerland
88,Spain,Norway,Norway|Portugal|Spain|Sweden
89,Italy,Brazil,Brazil|Italy|Netherlands|Spain
90,Spain,Argentina,Argentina|England|France|Spain
91,Germany,Denmark,Brazil|Croatia|Denmark|Germany
92,Brazil,France,Brazil|Croatia|France|Spain
93,Portugal,Germany,Belgium|England|Germany|Portugal
94,Argentina,Portugal,Argentina|Canada|Portugal|Senegal
95,Brazil,Argentina,Argentina|Brazil|Croatia|Uruguay
96,Portugal,Spain,Denmark|Netherlands|Portugal|Spain
97,Germany,Argentina,Argentina|France|Germany|Switzerland
98,Germany,Portugal,Belgium|Germany|Italy|Portugal
99,Portugal,Brazil,Argentina|Brazil|Canada|Portugal
100,Germany,Argentina,Argentina|Brazil|Germany|Italy
101,Brazil,England,Brazil|Croatia|England|Germany
102,France,Argentina,Argentina|England|France|Germany
103,Germany,Portugal,Germany|Netherlands|Portugal|USA
104,Brazil,France,Brazil|France|Germany|Spain
105,Spain,France,Denmark|France|Norway|Spain
106,South Korea,France,Austria|Croatia|France|South Korea
107,Germany,France,England|France|Germany|Spain
108,Canada,Italy,Argentina|Brazil|Canada|Italy
109,Germany,Brazil,Belgium|Brazil|Germany|Portugal
110,Belgium,Spain,Belgium|France|Spain|USA
111,France,Argentina,Argentina|France|Senegal|Spain
112,Portugal,Spain,Germany|Portugal|Spain|Switzerland
113,Brazil,Canada,Brazil|Canada|Croatia|Portugal
114,Germany,France,France|Germany|Netherlands|Switzerland
115,USA,Denmark,Denmark|Mexico|Netherlands|USA
116,Argentina,Portugal,Argentina|Portugal|Spain|Uruguay
117,Portugal,Mexico,England|Mexico|Netherlands|Portugal
118,France,Argentina,Argentina|France|Germany|Norway
119,England,Canada,Argentina|Canada|England|Portugal
120,Brazil,Denmark,Brazil|Denmark|Ecuador|Serbia
121,Brazil,Argentina,Argentina|Brazil|Netherlands|Norway
122,Brazil,Argentina,Argentina|Brazil|England|Spain
123,Portugal,Argentina,Argentina|Belgium|Portugal|Switzerland
124,Spain,Argentina,Argentina|Denmark|Portugal|Spain
125,Croatia,Spain,Brazil|Croatia|England|Spain
126,Denmark,Austria,Austria|Denmark|Mexico|Senegal
127,Brazil,Italy,Brazil|Italy|Serbia|Spain
128,Netherlands,Portugal,Argentina|Brazil|Netherlands|Portugal
129,France,Argentina,Argentina|France|Senegal|Spain
130,Brazil,France,Argentina|Brazil|France|Germany
131,Italy,Brazil,Argentina|Brazil|Italy|Senegal
132,France,Switzerland,France|Morocco|Spain|Switzerland
133,Brazil,Argentina,Argentina|Brazil|England|Germany
134,Spain,Denmark,Denmark|Germany|Portugal|Spain
135,Portugal,England,Argentina|England|France|Portugal
136,Argentina,France,Argentina|France|Germany|Italy
137,Argentina,Belgium,Argentina|Belgium|Brazil|Switzerland
138,Germany,England,Brazil|England|Germany|Spain
139,Brazil,Argentina,Argentina|Brazil|Canada|Italy
140,Spain,Belgium,Belgium|Brazil|Spain|USA
141,Italy,Germany,Austria|Germany|Italy|Spain
142,Spain,England,Argentina|England|Italy|Spain
143,Brazil,Austria,Austria|Brazil|Spain|Uruguay
144,France,Argentina,Argentina|Brazil|Croatia|France
145,Argentina,Spain,Argentina|Brazil|France|Spain
146,Argentina,Morocco,Argentina|Ghana|Italy|Morocco
147,Spain,Portugal,Belgium|Italy|Portugal|Spain
148,Argentina,France,Argentina|France|Germany|Portugal
149,France,Austria,Austria|France|Germany|Italy
150,Brazil,Spain,Brazil|Germany|Portugal|Spain
151,Portugal,England,England|Netherlands|Portugal|Spain
152,Portugal,Italy,Canada|Italy|Mexico|Portugal
153,Argentina,Brazil,Argentina|Brazil|England|Spain
154,Portugal,Mexico,France|Mexico|Portugal|Spain
155,Senegal,Brazil,Argentina|Brazil|Netherlands|Senegal
156,France,Spain,Argentina|Brazil|France|Spain
157,France,Portugal,Canada|France|Germany|Portugal
158,France,Canada,Belgium|Canada|France|Norway
159,Germany,Portugal,Croatia|Germany|Portugal|Scotland
160,Argentina,Brazil,Argentina|Austria|Brazil|Spain
161,Spain,France,Austria|France|Senegal|Spain
162,Spain,Portugal,England|Germany|Portugal|Spain
163,England,South Korea,Argentina|England|Portugal|South Korea
164,Argentina,Brazil,Argentina|Brazil|Netherlands|Portugal
165,Brazil,England,Brazil|Colombia|England|Netherlands
166,Brazil,England,Brazil|England|France|Germany
167,Spain,Argentina,Argentina|England|Italy|Spain
168,Portugal,England,England|Germany|Netherlands|Portugal
169,France,Denmark,Denmark|France|Mexico|Netherlands
170,Brazil,Spain,Argentina|Brazil|England|Spain
171,Argentina,Spain,Argentina|Belgium|Portugal|Spain
172,Brazil,Spain,Brazil|Denmark|Germany|Spain
173,Portugal,Spain,Denmark|Netherlands|Portugal|Spain
174,Portugal,Morocco,Brazil|Morocco|Portugal|Spain
175,Italy,Denmark,Argentina|Denmark|France|Italy
176,Netherlands,France,Brazil|France|Netherlands|Uruguay
177,Brazil,England,Brazil|Croatia|England|Germany
178,Portugal,Argentina,Argentina|France|Netherlands|Portugal
179,Brazil,England,Brazil|England|Portugal|Serbia
180,Portugal,Norway,Belgium|Croatia|Norway|Portugal
181,Spain,France,England|France|Spain|USA
182,Brazil,Spain,Brazil|Denmark|Germany|Spain
183,France,Brazil,Brazil|France|Mexico|Uruguay
184,Portugal,Argentina,Argentina|England|Germany|Portugal
185,Uruguay,Spain,Portugal|Spain|Switzerland|Uruguay
186,Brazil,England,Austria|Brazil|Croatia|England
187,Canada,Argentina,Argentina|Canada|Colombia|USA
188,Portugal,Argentina,Argentina|Belgium|Italy|Portugal
189,Portugal,England,Chile|England|Italy|Portugal
190,Brazil,Germany,Brazil|France|Germany|Spain
191,Argentina,Spain,Argentina|Italy|Norway|Spain
192,Argentina,Brazil,Argentina|Belgium|Brazil|Uruguay
193,Spain,Denmark,Brazil|Denmark|Germany|Spain
194,England,Brazil,Brazil|Ecuador|England|Turkey
195,Spain,Portugal,England|Germany|Portugal|Spain
196,France,Argentina,Argentina|Brazil|England|France
197,Portugal,Spain,Argentina|Italy|Portugal|Spain
198,France,Portugal,France|Germany|Norway|Portugal
199,Portugal,England,Belgium|England|Mexico|Portugal
200,Argentina,Italy,Argentina|Australia|Brazil|Italy
201,France,Brazil,Belgium|Brazil|France|Spain
202,Argentina,Spain,Argentina|England|France|Spain
203,Spain,Japan,Denmark|England|Japan|Spain
204,Germany,Portugal,Brazil|Germany|Portugal|Spain
205,Italy,Brazil,Argentina|Brazil|Italy|Netherlands
206,Argentina,France,Argentina|Belgium|France|Italy
207,Italy,Uruguay B,Argentina|Germany|Italy|Uruguay B
208,Brazil,Switzerland,Brazil|Serbia|Spain|Switzerland
209,Germany,Morocco,Brazil|Germany|Italy|Morocco
210,Argentina,England,Argentina|England|Italy|Morocco
211,Belgium,Austria,Austria|Belgium|Nigeria|Ukraine
212,England,Canada,Austria|Canada|Denmark|England
213,Portugal,Chile,Canada|Chile|France|Portugal
214,Argentina,Croatia,Argentina|Croatia|England|Portugal
215,Portugal,Argentina,Argentina|Norway|Portugal|Spain
216,Portugal,England,Austria|Croatia|England|Portugal
217,Brazil,England,Brazil|England|Uruguay B|Wales
218,Portugal,Argentina,Argentina|Croatia|England|Portugal
219,Argentina,Portugal,Argentina|Belgium|England|Portugal
220,Brazil,France,Brazil|France|Italy|Spain
221,Spain,Norway,Norway|Portugal|Spain|Wales
222,Brazil,Germany,Brazil|Germany|Spain|Uruguay
223,Spain,Canada,Canada|Italy|Scotland|Spain
224,France,Italy,France|Italy|Netherlands|Spain
225,Argentina,England,Argentina|England|France|Serbia
226,Belgium,Netherlands,Belgium|England|Netherlands|Uruguay
227,Brazil,England,Brazil|England|Germany|Spain
228,Belgium,England,Belgium|Canada|England|Portugal
229,Portugal,Brazil,Brazil|England|Portugal|Spain
230,France,Austria,Austria|Belgium|Denmark|France
231,Portugal,Argentina,Argentina|Italy|Netherlands|Portugal
232,Spain,Belgium,Belgium|Denmark|France|Spain
233,Argentina,France,Argentina|France|Germany|USA
234,Denmark,Austria,Austria|Denmark|Morocco|Spain
235,Germany,Italy,Denmark|England|Germany|Italy
236,Netherlands,Germany,Colombia|Denmark|Germany|Netherlands
237,Brazil,Argentina,Argentina|Brazil|England|Morocco
238,France,England,England|France|Germany|Spain
239,France,Italy,Argentina|France|Italy|Mexico
240,Brazil,Portugal,Brazil|Germany|Portugal|Spain
241,Spain,France,England|France|Germany|Spain
242,Argentina,France,Argentina|France|Germany|Senegal
243,Brazil,Argentina,Argentina|Brazil|Colombia|Denmark
244,Portugal,Brazil,Argentina|Brazil|Japan|Portugal
245,Germany,Belgium,Belgium|France|Germany|Portugal
246,France,Netherlands,Ecuador|France|Italy|Netherlands
247,Brazil,Spain,Brazil|France|Germany|Spain
248,Portugal,Argentina,Argentina|Denmark|Morocco|Portugal
249,England,Brazil,Belgium|Brazil|Croatia|England
250,Brazil,Italy,Brazil|Italy|Mexico|Spain
251,Portugal,England,Argentina|England|Nigeria|Portugal
252,Argentina,France,Argentina|Belgium|France|Uruguay
253,Italy,Portugal,Italy|Morocco|Portugal|Serbia
254,Argentina,Portugal,Argentina|Chile|England|Portugal
255,Portugal,Switzerland,Portugal|Spain|Switzerland|Uruguay
256,Brazil,Colombia,Argentina|Brazil|Colombia|USA
257,Morocco,France,France|Morocco|Netherlands|Switzerland
258,Brazil,Argentina,Argentina|Brazil|Spain|Switzerland
259,France,Brazil,Argentina|Brazil|Croatia|France
260,Norway,Argentina,Argentina|Norway|Portugal|Scotland
261,Germany,Italy,Belgium|France|Germany|Italy
262,Portugal,Spain,Netherlands|Portugal|Spain|Uruguay
263,Argentina,Brazil,Argentina|Brazil|Italy|Spain
264,Argentina,Croatia,Argentina|Croatia|Portugal|Uruguay
265,England,Belgium,Belgium|England|France|Uruguay
266,Portugal,Brazil,Argentina|Brazil|Denmark|Portugal
267,Brazil,Ukraine,Argentina|Belgium|Brazil|Ukraine
268,France,Canada,Canada|France|Mexico|Ukraine
269,Denmark,Portugal,Denmark|Portugal|Spain|Turkey
270,Argentina,Denmark,Argentina|Denmark|France|Spain
271,Brazil,Croatia,Brazil|Croatia|France|Switzerland
272,Italy,Portugal,Austria|Italy|Portugal|Spain
273,Portugal,Belgium,Argentina|Belgium|Egypt|Portugal
274,Argentina,Italy,Argentina|Canada|Italy|Portugal
275,Argentina,Spain,Algeria|Argentina|Senegal|Spain
276,Germany,Uruguay,Argentina|Brazil|Germany|Uruguay
277,Sweden,Belgium,Argentina|Belgium|Portugal|Sweden
278,Brazil,Portugal,Argentina|Brazil|Morocco|Portugal
279,Argentina,England,Argentina|England|Italy|Netherlands
280,Germany,Portugal,Denmark|England|Germany|Portugal
281,Portugal,France,Argentina|France|Germany|Portugal
282,Serbia,Italy,Italy|Netherlands|Serbia|Uruguay
283,England,Argentina,Argentina|Croatia|England|Italy
284,Germany,Belgium,Belgium|France|Germany|Uruguay
285,Brazil,France,Argentina|Brazil|France|Japan
286,England,Belgium,Argentina|Belgium|Croatia|England
287,France,Argentina,Argentina|France|Germany|Spain
288,England,Germany,Croatia|England|Germany|Italy
289,France,Argentina,Argentina|Ecuador|France|Sweden
290,Croatia,Uruguay,Croatia|Germany|Italy|Uruguay
291,Spain,France,Belgium|France|Portugal|Spain
292,Argentina,Brazil,Argentina|Brazil|Germany|Italy
293,Spain,Portugal,Brazil|Germany|Portugal|Spain
294,England,Denmark,Argentina|Denmark|England|Switzerland
295,France,Argentina,Argentina|Brazil|France|Senegal
296,Spain,Italy,Italy|Netherlands|Portugal|Spain
297,Brazil,Argentina,Argentina|Brazil|Italy|Mexico
298,Spain,Netherlands,Netherlands|Portugal|Spain|Switzerland
299,Argentina,Portugal,Argentina|Belgium|Portugal|Senegal
300,Brazil,Argentina,Argentina|Brazil|England|France
301,Argentina,Spain,Argentina|France|Italy|Spain
302,Spain,Belgium,Belgium|France|Portugal|Spain
303,France,Italy,France|Italy|Serbia|Spain
304,Portugal,Italy,Germany|Italy|Portugal|Spain
305,Spain,Ukraine,Belgium|England|Spain|Ukraine
306,Brazil,Netherlands,Brazil|Netherlands|Spain|Switzerland
307,Austria,England,Austria|Brazil|England|Germany
308,Italy,Spain,Austria|France|Italy|Spain
309,Brazil,Argentina,Argentina|Brazil|France|Germany
310,Portugal,Argentina,Argentina|Denmark|Germany|Portugal
311,England,Italy,England|Italy|Mexico|USA
312,Brazil,Argentina,Argentina|Brazil|France|Sweden
313,France,Italy,France|Germany|Italy|Netherlands
314,Argentina,Belgium,Argentina|Belgium|Switzerland|Uruguay
315,Brazil,Argentina,Argentina|Belgium|Brazil|Croatia
316,France,Egypt,Egypt|France|Netherlands|USA
317,Portugal,Denmark,Denmark|Germany|Portugal|Spain
318,France,Argentina,Argentina|France|Germany|Portugal
319,England,France,Austria|England|France|Spain
320,Germany,England,Belgium|England|Germany|Portugal
321,Brazil,Norway,Brazil|Norway|Spain|Uruguay
322,France,Italy,Egypt|France|Italy|Spain
323,Argentina,Belgium,Argentina|Belgium|England|France
324,France,Uruguay,Croatia|France|Spain|Uruguay
325,Argentina,France,Argentina|Brazil|Croatia|France
326,Netherlands,Argentina,Argentina|France|Netherlands|Portugal
327,Argentina,Colombia,Argentina|Colombia|England|Netherlands
328,Denmark,Spain,Chile|Denmark|France|Spain
329,Portugal,Serbia,Netherlands|Portugal|Senegal|Serbia
330,Argentina,Mexico,Argentina|Italy|Mexico|Portugal
331,Argentina,Portugal,Argentina|Netherlands|Portugal|Switzerland
332,Brazil,Austria,Austria|Brazil|Croatia|Italy
333,France,England,Belgium|England|France|Morocco
334,France,Chile,Chile|England|France|Spain
335,Portugal,USA,Argentina|Portugal|Spain|USA
336,Portugal,Spain,Belgium|Italy|Portugal|Spain
337,Argentina,Portugal,Argentina|Italy|Portugal|Spain
338,Argentina,Portugal,Argentina|Croatia|England|Portugal
339,Brazil,Argentina,Argentina|Brazil|England|Netherlands
340,Germany,Croatia,Brazil|Croatia|Germany|Italy
341,Germany,Italy,Argentina|Brazil|Germany|Italy
342,Morocco,Uruguay,Mexico|Morocco|Portugal|Uruguay
343,Portugal,Brazil,Belgium|Brazil|Portugal|Serbia
344,Portugal,Austria,Austria|Italy|Portugal|Spain
345,Argentina,Spain,Argentina|Brazil|France|Spain
346,Argentina,Portugal,Argentina|Belgium|England|Portugal
347,Portugal,Austria,Austria|England|Germany|Portugal
348,Brazil,Morocco,Brazil|Croatia|Germany|Morocco
349,Portugal,England,Argentina|Belgium|England|Portugal
350,France,England,Argentina|Belgium|England|France
351,Portugal,Italy,Belgium|Canada|Italy|Portugal
352,Argentina,Spain,Argentina|Italy|Portugal|Spain
353,Netherlands,Belgium,Belgium|France|Netherlands|Uruguay
354,Portugal,Argentina,Argentina|Chile|England|Portugal
355,England,Argentina,Argentina|Denmark|England|Mexico
356,England,Germany,Colombia|England|Germany|Poland
357,Spain,Argentina,Argentina|France|Italy|Spain
358,Portugal,Italy,Argentina|Germany|Italy|Portugal
359,Portugal,Argentina,Argentina|Canada|Portugal|Senegal
360,Argentina,Spain,Argentina|England|France|Spain
361,Argentina,Portugal,Argentina|Canada|Italy|Portugal
362,Argentina,France,Argentina|Chile|France|Switzerland
363,Italy,Brazil,Brazil|Italy|Portugal|Spain
364,Argentina,France,Argentina|Chile|France|Switzerland
365,France,Spain,France|Portugal|Senegal|Spain
366,Argentina,Spain,Argentina|France|Italy|Spain
367,Portugal,Argentina,Argentina|England|Morocco|Portugal
368,Brazil,Argentina,Argentina|Brazil|Croatia|Portugal
369,Portugal,Brazil,Brazil|Germany|Portugal|Spain
370,Italy,Spain,Germany|Italy|Norway|Spain
371,Portugal,Argentina,Argentina|England|Portugal|Spain
372,Argentina,Netherlands,Argentina|Brazil|Colombia|Netherlands
373,Brazil,Croatia,Brazil|Croatia|England|Netherlands
374,Argentina,Brazil,Argentina|Brazil|Netherlands|Spain
375,Norway,Germany,Croatia|Germany|Norway|Portugal
376,France,Germany,France|Germany|Morocco|Poland
377,Brazil,France,Argentina|Brazil|France|Morocco
378,England,Netherlands,England|Germany|Netherlands|Ukraine
379,Brazil,Uruguay,Brazil|Egypt|Mexico|Uruguay
380,Germany,Wales,Germany|Netherlands|Portugal|Wales
381,Spain,Germany,England|Germany|Italy|Spain
382,Brazil,Germany,Brazil|Germany|Netherlands|Uruguay
383,Argentina,Germany,Argentina|Colombia|Germany|Ivory Coast
384,Germany,Argentina,Argentina|Germany|Senegal|Turkey
385,Italy,USA,Belgium|Italy|Portugal|USA
386,Germany,Belgium,Belgium|Brazil|France|Germany
387,Argentina,Brazil,Argentina|Brazil|Croatia|Uruguay
388,England,Spain,Austria|England|Germany|Spain
389,France,Argentina,Argentina|Chile|France|Scotland
390,Argentina,Switzerland,Argentina|England|Netherlands|Switzerland
391,Portugal,England,Egypt|England|Netherlands|Portugal
392,Germany,Italy,Argentina|France|Germany|Italy
393,France,Croatia,Brazil|Croatia|France|Spain
394,Argentina,Brazil,Argentina|Belgium|Brazil|Italy
395,Argentina,Belgium,Argentina|Belgium|Canada|Italy
396,England,Spain,Argentina|England|Portugal|Spain
397,Germany,Argentina,Argentina|England|Germany|Portugal
398,Mexico,Belgium,Belgium|France|Mexico|Ukraine
399,Argentina,Croatia,Argentina|Brazil|Croatia|Denmark
400,France,Netherlands,France|Germany|Netherlands|South Korea
401,Italy,Brazil,Brazil|Italy|Mexico|Netherlands
402,Portugal,France,Argentina|Croatia|France|Portugal
403,Brazil,Portugal,Brazil|Germany|Portugal|Spain
404,Denmark,Morocco,Denmark|Ivory Coast|Morocco|Senegal
405,Italy,Spain,Italy|Norway|Serbia|Spain
406,Argentina,Brazil,Argentina|Brazil|France|Germany
407,Italy,Ivory Coast,Argentina|Italy|Ivory Coast|Netherlands
408,Germany,Argentina,Argentina|France|Germany|Netherlands
409,Argentina,Portugal,Argentina|Germany|Portugal|Uruguay
410,Argentina,England,Argentina|Belgium|England|Italy
411,Brazil,Argentina,Argentina|Brazil|Italy|Spain
412,Argentina,Spain,Argentina|France|Italy|Spain
413,Brazil,Austria,Austria|Belgium|Brazil|Mexico
414,France,Chile,Argentina|Belgium|Chile|France
415,Argentina,Portugal,Argentina|Denmark|Portugal|Spain
416,England,Argentina,Argentina|Belgium|England|France
417,Brazil,Italy,Brazil|Italy|Netherlands|Portugal
418,France,England,Egypt|England|France|Netherlands
419,France,Denmark,Argentina|Denmark|France|Germany
420,France,Italy,Belgium|France|Italy|Mexico
421,Portugal,England,Argentina|England|Netherlands|Portugal
422,France,Germany,France|Germany|Portugal|Spain
423,Portugal,USA,England|Morocco|Portugal|USA
424,Brazil,Portugal,Brazil|Croatia|Morocco|Portugal
425,France,England,Belgium|England|France|Spain
426,Brazil,England,Brazil|England|Mexico|Spain
427,Brazil,Croatia,Argentina|Belgium|Brazil|Croatia
428,Portugal,Brazil,Brazil|Germany|Portugal|Spain
429,Argentina,Mexico,Argentina|Brazil|France|Mexico
430,Spain,Portugal,Argentina|France|Portugal|Spain
431,England,Spain,England|Germany|Portugal|Spain
432,Spain,England,Argentina|Brazil|England|Spain
433,Argentina,Croatia,Argentina|Croatia|Norway|Portugal
434,Netherlands,Norway,Italy|Netherlands|Nigeria|Norway
435,England,Portugal,England|Germany|Mexico|Portugal
436,Brazil,England,Brazil|England|Germany|Spain
437,Portugal,Spain,Belgium|Brazil|Portugal|Spain
438,Portugal,Spain,Chile|Italy|Portugal|Spain
439,France,Netherlands,Argentina|Brazil|France|Netherlands
440,England,Portugal,Belgium|Canada|England|Portugal
441,Brazil,Switzerland,Argentina|Brazil|Qatar|Switzerland
442,Mexico,France,France|Mexico|Netherlands|Switzerland
443,Spain,Brazil,Brazil|Denmark|Germany|Spain
444,Brazil,Netherlands,Brazil|Netherlands|Spain|Switzerland
445,Argentina,Netherlands,Argentina|Netherlands|Norway|Ukraine
446,Argentina,Croatia,Argentina|Croatia|Norway|Portugal
447,Netherlands,USA,Brazil|Netherlands|Switzerland|USA
448,Brazil,England,Brazil|England|Italy|Morocco
449,Portugal,Belgium,Belgium|Croatia|Portugal|Switzerland
450,Germany,Italy,Colombia|Germany|Italy|Portugal
451,England,Brazil,Australia|Belgium|Brazil|England
452,England,Uruguay,Brazil|England|Germany|Uruguay
453,Argentina,Portugal,Argentina|England|Netherlands|Portugal
454,England,Mexico,Denmark|England|Mexico|Netherlands
455,Uruguay,Belgium,Belgium|England|Uruguay|Wales
456,Argentina,Brazil,Argentina|Belgium|Brazil|Sweden
457,Germany,England,Austria|England|Germany|Portugal
458,Argentina,England,Argentina|England|Netherlands|Switzerland
459,Belgium,Argentina,Argentina|Belgium|Brazil|France
460,Belgium,Turkey,Belgium|Brazil|Turkey|Uruguay B
461,England,Belgium,Argentina|Belgium|Brazil|England
462,Brazil,Argentina,Argentina|Brazil|Italy|Senegal
463,Germany,Uruguay,Argentina|Germany|Spain|Uruguay
464,France,Brazil,Argentina|Brazil|France|Italy
465,England,Germany,England|Germany|Italy|Spain
466,France,Argentina,Argentina|England|France|Spain
467,France,Brazil,Argentina|Brazil|France|Germany
468,France,Argentina,Argentina|France|Germany|Italy
469,Brazil,Argentina,Argentina|Brazil|France|Spain
470,France,Argentina,Argentina|France|Germany|Switzerland
471,Germany,France,Brazil|France|Germany|Spain
472,France,Brazil,Argentina|Brazil|France|Spain
473,Argentina,Croatia,Argentina|Croatia|England|Portugal
474,Portugal,Austria,Austria|Croatia|Netherlands|Portugal
475,Wales,Ghana,Ghana|Italy|Portugal|Wales
476,England,Germany,Austria|England|France|Germany
477,Chile,France,Chile|France|Switzerland|USA
478,Serbia,Brazil,Brazil|Serbia|Spain|Turkey
479,Brazil,Spain,Brazil|Portugal|Senegal|Spain
480,Argentina,Croatia,Argentina|Austria|Croatia|England
481,France,Colombia,Argentina|Colombia|France|Spain
482,Argentina,Portugal,Argentina|Portugal|Switzerland|USA
483,Germany,Spain,France|Germany|Spain|Ukraine
484,Spain,Norway,Brazil|France|Norway|Spain
485,Italy,Brazil,Brazil|Germany|Italy|Spain
486,Portugal,England,England|Germany|Portugal|Uruguay
487,Brazil,Spain,Brazil|Croatia|Norway|Spain
488,Argentina,Germany,Argentina|Germany|Senegal|USA
489,France,Denmark,Argentina|Denmark|France|Germany
490,Brazil,Italy,Argentina|Brazil|Croatia|Italy
491,Argentina,Spain,Argentina|Brazil|England|Spain
492,Sweden,Wales,Germany|Sweden|Uruguay|Wales
493,Argentina,Spain,Argentina|England|France|Spain
494,Brazil,Germany,Brazil|Germany|Italy|Spain
495,Germany,Spain,France|Germany|Italy|Spain
496,Germany,England,Canada|England|Germany|Italy
497,Argentina,France,Argentina|England|France|Netherlands
498,Germany,Spain,Germany|Norway|Portugal|Spain
499,France,Brazil,Argentina|Brazil|France|Nigeria
500,France,England,Belgium|England|France|Netherlands
501,Brazil,Portugal,Argentina|Belgium|Brazil|Portugal
502,Brazil,England,Brazil|England|Netherlands|Serbia
