simulation_id,champion,runner_up,semi_finalists
70,Argentina,France,Argentina|France|Portugal|Sweden
71,Argentina,Brazil,Argentina|Brazil|Norway|Spain
72,Brazil,Italy,Brazil|Italy|Mexico|USA
73,Netherlands,Norway,Mexico|Netherlands|Norway|Scotland
74,Austria,France,Austria|France|Morocco|Netherlands
75,Netherlands,England,England|Netherlands|Norway|South Korea
76,England,Netherlands,England|Netherlands|Portugal|Spain
77,England,Argentina,Argentina|England|France|Spain
78,Brazil,England,Argentina|Brazil|England|Netherlands
79,Spain,Uruguay,Canada|Portugal|Spain|Uruguay
80,Argentina,Spain,Argentina|Norway|Portugal|Spain
81,France,Netherlands,England|France|Morocco|Netherlands
82,England,France,England|France|Italy|Spain
83,France,Argentina,Argentina|France|Germany|Switzerland
84,Brazil,England,Argentina|Brazil|England|USA
85,Brazil,Germany,Brazil|Germany|Spain|Uruguay
86,England,Belgium,Belgium|England|Portugal|Spain
87,Argentina,Norway,Argentina|France|Netherlands|Norway
88,France,Senegal,Brazil|France|Morocco|Senegal
89,Norway,Netherlands,France|Netherlands|Norway|Portugal
90,Spain,France,France|Germany|Spain|Switzerland
91,France,Netherlands,Brazil|France|Netherlands|Serbia
92,England,France,Argentina|Croatia|England|France
93,France,Spain,Argentina|Colombia|France|Spain
94,France,Brazil,Argentina|Brazil|France|Netherlands
95,England,France,England|France|Mexico|Morocco
96,Brazil,Ukraine,Brazil|Colombia|Spain|Ukraine
97,Portugal,France,France|Japan|Portugal|Switzerland
98,Italy,Germany,Brazil|Germany|Italy|Spain
99,Spain,Brazil,Brazil|Netherlands|Spain|Uruguay
100,Argentina,Brazil,Argentina|Brazil|Norway|Spain
101,Argentina,France,Argentina|France|Morocco|Norway
102,France,Denmark,Denmark|France|Germany|Morocco
103,Brazil,England,Argentina|Brazil|England|Netherlands
104,Portugal,France,Croatia|France|Netherlands|Portugal
105,Denmark,Brazil,Argentina|Austria|Brazil|Denmark
106,Germany,Belgium,Belgium|Brazil|Germany|Norway
107,Portugal,Spain,Argentina|Denmark|Portugal|Spain
108,Argentina,Spain,Argentina|Norway|Scotland|Spain
109,England,Germany,England|France|Germany|Serbia
110,Italy,Portugal,Austria|Italy|Netherlands|Portugal
111,Switzerland,France,France|Mexico|Netherlands|Switzerland
112,Brazil,Argentina,Argentina|Belgium|Brazil|England
113,Brazil,Netherlands,Brazil|Morocco|Netherlands|Switzerland
114,Portugal,Italy,Argentina|Italy|Netherlands|Portugal
115,Colombia,France,Colombia|France|Japan|Mexico
116,Morocco,Croatia,Croatia|Morocco|Norway|Uruguay
117,Germany,Brazil,Belgium|Brazil|Germany|Portugal
118,Brazil,England,Argentina|Brazil|Croatia|England
119,France,Colombia,Argentina|Colombia|France|Spain
120,Norway,Croatia,Belgium|Croatia|England|Norway
121,Norway,Croatia,Brazil|Croatia|Morocco|Norway
122,Argentina,Portugal,Argentina|Brazil|Portugal|Spain
123,France,England,Argentina|England|France|Netherlands
124,Argentina,Portugal,Argentina|England|Portugal|South Korea
125,France,Portugal,France|Morocco|Portugal|South Korea
126,Portugal,France,France|Norway|Portugal|Spain
127,Germany,Netherlands,Brazil|Germany|Netherlands|USA
128,Brazil,England,Brazil|Denmark|England|Morocco
129,Norway,England,England|Germany|Norway|Spain
130,Argentina,Netherlands,Argentina|France|Italy|Netherlands
131,Brazil,Portugal,Brazil|Italy|Netherlands|Portugal
132,Brazil,France,Argentina|Belgium|Brazil|France
133,Portugal,England,Argentina|Belgium|England|Portugal
134,Portugal,Spain,Argentina|France|Portugal|Spain
135,England,Portugal,England|Morocco|Netherlands|Portugal
136,Netherlands,Norway,Argentina|Denmark|Netherlands|Norway
137,Argentina,France,Argentina|France|Italy|Netherlands
138,Argentina,France,Argentina|Denmark|France|Mexico
139,Brazil,Portugal,Argentina|Brazil|Croatia|Portugal
140,Netherlands,Brazil,Brazil|France|Germany|Netherlands
141,Brazil,Spain,Argentina|Austria|Brazil|Spain
142,France,England,England|France|Germany|Turkey
143,Colombia,England,Argentina|Colombia|England|Germany
144,Brazil,Norway,Brazil|Mexico|Netherlands|Norway
145,France,Argentina,Argentina|France|Netherlands|Uruguay
146,Portugal,Colombia,Argentina|Belgium|Colombia|Portugal
147,Senegal,Denmark,Argentina|Denmark|England|Senegal
148,England,Portugal,Argentina|England|Germany|Portugal
149,Argentina,Brazil,Argentina|Brazil|France|Netherlands
150,Switzerland,Argentina,Argentina|Croatia|England|Switzerland
151,Argentina,Austria,Argentina|Austria|Belgium|Brazil
152,Portugal,England,England|Netherlands|Portugal|Serbia
153,Brazil,Spain,Brazil|Spain|Sweden|Switzerland
154,Brazil,Turkey,Brazil|Japan|Turkey|Uruguay
155,England,Netherlands,Colombia|England|Netherlands|Switzerland
156,France,Spain,Denmark|France|Netherlands|Spain
157,France,Brazil,Brazil|France|Germany|Netherlands
158,France,Uruguay,France|Morocco|Netherlands|Uruguay
159,Colombia,Morocco,Colombia|France|Mexico|Morocco
160,France,Italy,Croatia|France|Italy|Spain
161,Brazil,Netherlands,Argentina|Brazil|England|Netherlands
162,Brazil,France,Brazil|France|Germany|Netherlands
163,Argentina,France,Argentina|France|Germany|Italy
164,Argentina,Spain,Argentina|Chile|Germany|Spain
165,Portugal,Brazil,Argentina|Brazil|Netherlands|Portugal
166,England,Brazil,Brazil|England|Mexico|Netherlands
167,Argentina,Brazil,Argentina|Brazil|Italy|Netherlands
168,Brazil,Belgium,Belgium|Brazil|Germany|Nigeria
169,Netherlands,France,Colombia|France|Netherlands|Serbia
170,Brazil,Denmark,Brazil|Denmark|Morocco|Serbia
171,England,France,England|France|Spain|Switzerland
172,Portugal,England,Argentina|England|Netherlands|Portugal
173,Argentina,England,Argentina|Colombia|England|Germany
174,Spain,Germany,Germany|Italy|Portugal|Spain
175,England,France,Argentina|Belgium|England|France
176,Norway,Brazil,Belgium|Brazil|Netherlands|Norway
177,Italy,Portugal,Germany|Italy|Netherlands|Portugal
178,Portugal,Germany,France|Germany|Portugal|Spain
179,Germany,Belgium,Belgium|Brazil|Germany|Switzerland
180,Netherlands,Brazil,Argentina|Brazil|France|Netherlands
181,England,Colombia,Argentina|Austria|Colombia|England
182,Portugal,Switzerland,Austria|Belgium|Portugal|Switzerland
183,Germany,Spain,France|Germany|Norway|Spain
184,Portugal,Germany,Croatia|Germany|Norway|Portugal
185,Brazil,England,Brazil|England|Nigeria|Spain
186,Spain,Norway,France|Morocco|Norway|Spain
187,Portugal,France,Argentina|France|Portugal|Spain
188,Spain,Belgium,Belgium|France|Spain|USA
189,Brazil,Argentina,Argentina|Brazil|Italy|Netherlands
190,Switzerland,Norway,Mexico|Netherlands|Norway|Switzerland
191,Argentina,France,Argentina|France|Netherlands|Norway
192,England,Spain,England|Germany|Portugal|Spain
193,England,France,Argentina|Croatia|England|France
194,Germany,France,Argentina|Belgium|France|Germany
195,Argentina,Portugal,Argentina|Denmark|Morocco|Portugal
196,Brazil,Morocco,Brazil|Morocco|Netherlands|Norway
197,Argentina,France,Argentina|France|Spain|Switzerland
198,Portugal,Argentina,Argentina|Croatia|England|Portugal
199,England,Portugal,Argentina|England|Germany|Portugal
200,Portugal,Brazil,Argentina|Brazil|Portugal|Spain
201,Brazil,England,Brazil|England|Germany|Netherlands
202,Croatia,Serbia,Brazil|Chile|Croatia|Serbia
203,England,France,Belgium|England|France|Germany
204,Germany,Spain,Colombia|Germany|Portugal|Spain
205,Spain,England,Argentina|Brazil|England|Spain
206,Spain,Netherlands,Brazil|Netherlands|Spain|USA
207,Argentina,Netherlands,Argentina|Brazil|England|Netherlands
208,England,Spain,England|Germany|Portugal|Spain
209,Argentina,Brazil,Argentina|Belgium|Brazil|France
210,England,Germany,England|Germany|Japan|Ukraine
211,England,Brazil,Brazil|England|Germany|Netherlands
212,Norway,Uruguay,Belgium|Norway|Spain|Uruguay
213,France,Brazil,Brazil|France|Germany|Morocco
214,Brazil,Portugal,Argentina|Brazil|Netherlands|Portugal
215,Germany,England,England|Germany|Mexico|Portugal
216,Argentina,France,Argentina|France|Senegal|USA
217,France,Spain,Colombia|France|Germany|Spain
218,Brazil,Colombia,Argentina|Brazil|Colombia|Netherlands
219,Brazil,Argentina,Argentina|Brazil|Croatia|Germany
220,Spain,Portugal,Portugal|Scotland|Spain|Switzerland
221,Netherlands,Sweden,Brazil|Netherlands|Spain|Sweden
222,France,Denmark,Denmark|France|Mexico|Spain
223,England,Netherlands,England|Netherlands|Portugal|Spain
224,Colombia,Netherlands,Argentina|Colombia|Ivory Coast|Netherlands
225,Germany,France,Denmark|France|Germany|Spain
226,England,Nigeria,England|Ivory Coast|Netherlands|Nigeria
227,England,Netherlands,Brazil|England|Germany|Netherlands
228,England,Argentina,Argentina|England|Portugal|Spain
229,England,Scotland,Belgium|Croatia|England|Scotland
230,England,Portugal,Belgium|England|Netherlands|Portugal
231,Argentina,Belgium,Argentina|Belgium|Brazil|Norway
232,Brazil,Serbia,Brazil|Croatia|England|Serbia
233,Argentina,England,Argentina|Croatia|England|Switzerland
234,France,Germany,France|Germany|Italy|Netherlands
235,France,England,England|France|Germany|Spain
236,France,Argentina,Argentina|Denmark|France|Mexico
237,England,France,Brazil|England|France|Spain
238,Netherlands,Germany,Brazil|Germany|Italy|Netherlands
239,Argentina,Portugal,Argentina|France|Portugal|Spain
240,Argentina,Germany,Argentina|France|Germany|Norway
241,France,Germany,Brazil|France|Germany|Netherlands
242,Switzerland,France,France|Germany|Japan|Switzerland
243,Denmark,France,Croatia|Denmark|France|Mexico
244,England,Italy,Argentina|Belgium|England|Italy
245,Spain,Brazil,Brazil|Denmark|Netherlands|Spain
246,Portugal,Spain,Germany|Norway|Portugal|Spain
247,Argentina,Netherlands,Argentina|Italy|Netherlands|Switzerland
248,Argentina,England,Argentina|Croatia|England|Uruguay
249,France,Brazil,Argentina|Brazil|France|Mexico
250,Brazil,USA,Belgium|Brazil|Croatia|USA
251,England,Belgium,Argentina|Belgium|England|France
252,Italy,Mexico,England|Italy|Mexico|Senegal
253,England,Portugal,England|Netherlands|Portugal|Spain
254,Germany,France,France|Germany|Netherlands|Norway
255,England,Portugal,Argentina|England|Norway|Portugal
256,France,Spain,France|Italy|Netherlands|Spain
257,Switzerland,England,Argentina|England|Netherlands|Switzerland
258,England,Spain,Brazil|England|Germany|Spain
259,Portugal,USA,France|Mexico|Portugal|USA
260,Argentina,Netherlands,Argentina|Netherlands|Norway|Portugal
261,Brazil,Germany,Brazil|Germany|Japan|Switzerland
262,France,Portugal,France|Morocco|Portugal|Spain
263,Colombia,Brazil,Brazil|Colombia|France|Mexico
264,Argentina,Brazil,Argentina|Brazil|England|Serbia
265,Portugal,Serbia,Netherlands|Portugal|Senegal|Serbia
266,Portugal,France,France|Germany|Morocco|Portugal
267,England,Norway,Argentina|England|Netherlands|Norway
268,Argentina,Brazil,Argentina|Brazil|France|Norway
269,England,Brazil,Argentina|Belgium|Brazil|England
270,Brazil,Switzerland,Brazil|Mexico|Norway|Switzerland
271,Argentina,Netherlands,Argentina|Brazil|England|Netherlands
272,France,Netherlands,France|Germany|Italy|Netherlands
273,England,France,England|France|Netherlands|Spain
274,Brazil,Germany,Brazil|England|Germany|Netherlands
275,England,Argentina,Argentina|Colombia|England|Spain
276,Portugal,France,Argentina|France|Netherlands|Portugal
277,England,Netherlands,Argentina|Brazil|England|Netherlands
278,Brazil,Argentina,Argentina|Brazil|Spain|Switzerland
279,Spain,Argentina,Argentina|Brazil|Norway|Spain
280,England,France,England|France|Netherlands|Spain
281,Brazil,Senegal,Argentina|Brazil|Portugal|Senegal
282,Brazil,Colombia,Belgium|Brazil|Colombia|Serbia
283,Brazil,England,Belgium|Brazil|England|Netherlands
284,Norway,Italy,Belgium|Germany|Italy|Norway
285,England,Portugal,Argentina|England|Portugal|USA
286,Argentina,Brazil,Argentina|Belgium|Brazil|Switzerland
287,Germany,Portugal,Germany|Portugal|Serbia|Uruguay
288,Portugal,Mexico,Japan|Mexico|Portugal|Uruguay
289,Brazil,Argentina,Argentina|Brazil|Mexico|Norway
290,Argentina,Portugal,Argentina|Italy|Netherlands|Portugal
291,France,Belgium,Belgium|France|Spain|Uruguay
292,Argentina,Spain,Argentina|Brazil|Germany|Spain
293,England,Colombia,Colombia|England|Netherlands|Norway
294,Belgium,Argentina,Argentina|Belgium|Brazil|Denmark
295,Brazil,Croatia,Belgium|Brazil|Croatia|France
296,Portugal,Brazil,Argentina|Brazil|Morocco|Portugal
297,England,France,Argentina|England|France|Ivory Coast
298,Portugal,Croatia,Croatia|Morocco|Portugal|Ukraine
299,Portugal,Japan,Japan|Netherlands|Portugal|South Korea
300,England,Croatia,Croatia|Denmark|England|Japan
301,England,Spain,Belgium|England|France|Spain
302,France,Denmark,Belgium|Denmark|France|Turkey
303,England,Brazil,Brazil|England|France|Italy
304,France,Spain,Belgium|Denmark|France|Spain
305,Argentina,Italy,Argentina|Denmark|Italy|Netherlands
306,France,Brazil,Brazil|France|Mexico|Netherlands
307,Argentina,England,Argentina|Canada|England|Italy
308,Brazil,Portugal,Brazil|Germany|Portugal|Spain
309,Portugal,France,Argentina|Belgium|France|Portugal
310,Netherlands,Croatia,Croatia|Italy|Netherlands|Sweden
311,Spain,Mexico,France|Mexico|Spain|Uruguay
312,England,Germany,Denmark|England|Germany|Italy
313,France,Spain,France|Italy|Netherlands|Spain
314,Argentina,Netherlands,Argentina|England|France|Netherlands
315,Argentina,Belgium,Argentina|Belgium|France|Norway
316,England,Portugal,England|Germany|Morocco|Portugal
317,Argentina,Brazil,Argentina|Belgium|Brazil|Portugal
318,Mexico,Netherlands,France|Mexico|Netherlands|Spain
319,Brazil,Italy,Belgium|Brazil|Italy|Spain
320,France,England,England|France|Mexico|Netherlands
321,Brazil,Portugal,Argentina|Brazil|Netherlands|Portugal
322,England,Brazil,Argentina|Belgium|Brazil|England
323,Senegal,Germany,Brazil|Germany|Senegal|Sweden
324,Argentina,Mexico,Argentina|Belgium|France|Mexico
325,Brazil,Argentina,Argentina|Brazil|Colombia|Netherlands
326,France,Spain,France|Mexico|Spain|Switzerland
327,Morocco,Portugal,Belgium|Denmark|Morocco|Portugal
328,England,Sweden,Belgium|England|Germany|Sweden
329,France,Brazil,Belgium|Brazil|France|Morocco
330,England,Portugal,Belgium|Croatia|England|Portugal
331,Portugal,Italy,Argentina|Belgium|Italy|Portugal
332,Spain,Colombia,Brazil|Colombia|Netherlands|Spain
333,Netherlands,Sweden,Italy|Netherlands|Portugal|Sweden
334,England,Nigeria,England|France|Nigeria|Uruguay
335,Argentina,France,Argentina|England|France|Germany
336,England,France,England|France|Netherlands|Spain
337,Germany,Portugal,Germany|Portugal|Spain|Uruguay
338,Germany,Portugal,Argentina|Colombia|Germany|Portugal
339,France,Croatia,Belgium|Croatia|France|USA
340,England,Brazil,Argentina|Brazil|England|Netherlands
341,France,England,Argentina|England|France|Netherlands
342,Portugal,Colombia,Colombia|Germany|Morocco|Portugal
343,Portugal,France,Canada|France|Germany|Portugal
344,Italy,Portugal,Belgium|Germany|Italy|Portugal
345,England,Croatia,Brazil|Croatia|England|Serbia
346,Portugal,England,England|Morocco|Netherlands|Portugal
347,France,Portugal,Argentina|France|Germany|Portugal
348,Belgium,Italy,Argentina|Belgium|Italy|Norway
349,Germany,Portugal,Belgium|England|Germany|Portugal
350,Germany,England,England|Germany|Netherlands|Switzerland
351,Portugal,Netherlands,Argentina|Brazil|Netherlands|Portugal
352,France,Switzerland,Croatia|England|France|Switzerland
353,Spain,Germany,France|Germany|Portugal|Spain
354,Germany,Italy,Austria|Brazil|Germany|Italy
355,Spain,England,England|Morocco|Norway|Spain
356,Portugal,Norway,Japan|Mexico|Norway|Portugal
357,France,Argentina,Argentina|Brazil|France|Spain
358,Brazil,Switzerland,Brazil|Nigeria|Norway|Switzerland
359,Italy,Portugal,Italy|Netherlands|Portugal|Spain
360,Portugal,Brazil,Brazil|Germany|Portugal|Spain
361,Netherlands,France,Colombia|France|Germany|Netherlands
362,England,Portugal,England|Japan|Netherlands|Portugal
363,Netherlands,Italy,Italy|Netherlands|Portugal|Uruguay
364,France,England,Argentina|England|France|Germany
365,Portugal,Argentina,Argentina|Denmark|Netherlands|Portugal
366,England,France,Argentina|England|France|Netherlands
367,Portugal,Switzerland,Japan|Morocco|Portugal|Switzerland
368,France,England,England|France|Morocco|Netherlands
369,Belgium,Portugal,Belgium|Brazil|Morocco|Portugal
370,France,Brazil,Argentina|Belgium|Brazil|France
371,Switzerland,Belgium,Belgium|Brazil|Morocco|Switzerland
372,England,Belgium,Belgium|England|Norway|Spain
373,Germany,Netherlands,Brazil|Germany|Netherlands|Norway
374,Netherlands,Japan,Italy|Japan|Netherlands|Senegal
375,Brazil,Portugal,Argentina|Brazil|Netherlands|Portugal
376,France,England,England|France|Mexico|Spain
377,France,Argentina,Argentina|England|France|Spain
378,Argentina,Portugal,Argentina|Belgium|France|Portugal
379,Mexico,France,Canada|France|Mexico|Norway
380,Brazil,Mexico,Brazil|France|Germany|Mexico
381,Brazil,England,Brazil|England|Germany|Netherlands
382,Spain,France,Belgium|Denmark|France|Spain
383,Germany,Portugal,England|Germany|Netherlands|Portugal
384,Netherlands,Morocco,France|Italy|Morocco|Netherlands
385,Spain,Brazil,Belgium|Brazil|Spain|Switzerland
386,France,Argentina,Argentina|Croatia|France|Portugal
387,England,Portugal,Argentina|Brazil|England|Portugal
388,Portugal,Belgium,Belgium|Croatia|England|Portugal
389,France,England,Argentina|England|France|Spain
390,Spain,Germany,Denmark|France|Germany|Spain
391,France,Belgium,Belgium|France|Morocco|Uruguay
392,Argentina,France,Argentina|Belgium|England|France
393,Portugal,Argentina,Argentina|England|Germany|Portugal
394,France,Brazil,Brazil|France|Germany|Netherlands
395,Portugal,England,England|Germany|Portugal|Spain
396,Brazil,Netherlands,Brazil|Germany|Netherlands|Switzerland
397,England,Argentina,Argentina|England|Norway|Spain
398,England,Portugal,England|Portugal|Serbia|Spain
399,England,Croatia,Argentina|Brazil|Croatia|England
400,Argentina,Sweden,Argentina|Brazil|France|Sweden
401,England,France,England|France|Morocco|Netherlands
402,Brazil,Norway,Argentina|Brazil|Croatia|Norway
403,Brazil,Argentina,Argentina|Belgium|Brazil|Switzerland
404,Belgium,Netherlands,Belgium|France|Netherlands|Portugal
405,Germany,Ukraine,Brazil|Germany|Spain|Ukraine
406,France,England,Argentina|England|France|Spain
407,France,Portugal,Belgium|France|Mexico|Portugal
408,Colombia,England,Argentina|Colombia|England|Spain
409,Spain,France,Brazil|France|Netherlands|Spain
410,Germany,Brazil,Brazil|Denmark|Germany|South Korea
411,England,Serbia,Denmark|England|Serbia|Spain
412,Norway,Netherlands,Argentina|Netherlands|Norway|Switzerland
413,Brazil,Colombia,Belgium|Brazil|Colombia|Turkey
414,Portugal,Ukraine,Morocco|Netherlands|Portugal|Ukraine
415,Argentina,Netherlands,Argentina|France|Italy|Netherlands
416,England,France,England|France|Morocco|Serbia
417,Portugal,Uruguay,Argentina|Belgium|Portugal|Uruguay
418,France,England,England|France|Netherlands|Serbia
419,Brazil,Morocco,Brazil|Japan|Morocco|Switzerland
420,Portugal,Morocco,Germany|Italy|Morocco|Portugal
421,Portugal,France,France|Netherlands|Norway|Portugal
422,Brazil,France,Austria|Brazil|France|Netherlands
423,Argentina,Morocco,Argentina|England|Morocco|Ukraine
424,Argentina,Germany,Argentina|Germany|Portugal|Ukraine
425,England,Netherlands,England|Italy|Netherlands|Norway
426,England,Brazil,Belgium|Brazil|England|Mexico
427,Brazil,France,Argentina|Brazil|France|Germany
428,Colombia,Portugal,Colombia|Croatia|Mexico|Portugal
429,Portugal,Spain,Germany|Portugal|Spain|USA
430,Brazil,Italy,Brazil|Italy|Netherlands|Norway
431,Portugal,Belgium,Argentina|Belgium|Netherlands|Portugal
432,England,Croatia,Belgium|Croatia|England|Portugal
433,France,England,Argentina|England|France|Netherlands
434,Argentina,Mexico,Argentina|England|Mexico|Sweden
435,Colombia,Germany,Colombia|Germany|Italy|Spain
436,Spain,Germany,Denmark|Germany|Italy|Spain
437,France,Germany,France|Germany|Italy|Netherlands
438,Brazil,Argentina,Argentina|Brazil|France|Spain
439,Brazil,France,Brazil|Croatia|France|Netherlands
440,Portugal,Mexico,Brazil|Mexico|Norway|Portugal
441,Brazil,Portugal,Brazil|Mexico|Portugal|Serbia
442,Portugal,England,England|Mexico|Netherlands|Portugal
443,England,Portugal,England|Mexico|Netherlands|Portugal
444,Argentina,Germany,Argentina|Germany|Portugal|Uruguay
445,Germany,Morocco,England|France|Germany|Morocco
446,Germany,France,France|Germany|Netherlands|Norway
447,Brazil,France,Argentina|Belgium|Brazil|France
448,England,France,Ecuador|England|France|Serbia
449,Argentina,Netherlands,Argentina|England|France|Netherlands
450,Argentina,France,Argentina|France|Netherlands|Switzerland
451,Brazil,Norway,Brazil|Italy|Netherlands|Norway
452,Argentina,Belgium,Argentina|Belgium|Brazil|Switzerland
453,Portugal,Brazil,Brazil|Croatia|Mexico|Portugal
454,Portugal,England,Argentina|England|Portugal|Spain
455,Brazil,Morocco,Brazil|Germany|Morocco|Norway
456,France,Brazil,Argentina|Belgium|Brazil|France
457,Argentina,England,Argentina|England|Italy|Netherlands
458,Spain,Netherlands,England|France|Netherlands|Spain
459,France,Germany,Austria|France|Germany|Italy
460,Brazil,Croatia,Belgium|Brazil|Croatia|Iran
461,Spain,Germany,France|Germany|Norway|Spain
462,Germany,Portugal,Germany|Norway|Portugal|Spain
463,France,Colombia,Colombia|Egypt|France|Spain
464,England,Argentina,Argentina|England|France|Spain
465,Argentina,Germany,Argentina|England|France|Germany
466,England,Brazil,Brazil|England|Germany|Spain
467,England,USA,England|Germany|Italy|USA
468,Brazil,Norway,Argentina|Brazil|Netherlands|Norway
469,Brazil,England,Austria|Brazil|England|Morocco
470,Argentina,Brazil,Argentina|Brazil|Portugal|Spain
471,Colombia,France,Colombia|Denmark|France|Spain
472,Norway,Germany,Croatia|Germany|Norway|Switzerland
473,Mexico,Norway,England|Mexico|Norway|Spain
474,France,Germany,Brazil|France|Germany|Netherlands
475,France,Portugal,France|Netherlands|Portugal|Spain
476,Brazil,Italy,Belgium|Brazil|Germany|Italy
477,Spain,Portugal,Netherlands|Norway|Portugal|Spain
478,England,Portugal,England|Germany|Netherlands|Portugal
479,Norway,Brazil,Brazil|Norway|Scotland|Spain
480,Portugal,Morocco,France|Morocco|Portugal|Switzerland
481,Argentina,Brazil,Argentina|Brazil|England|Spain
482,Portugal,Brazil,Belgium|Brazil|Germany|Portugal
483,Brazil,Argentina,Argentina|Brazil|Netherlands|Sweden
484,France,Germany,France|Germany|Italy|Netherlands
485,England,Portugal,England|Morocco|Netherlands|Portugal
486,Spain,Portugal,Argentina|France|Portugal|Spain
487,Spain,France,France|Germany|Japan|Spain
488,Germany,France,France|Germany|Netherlands|Norway
489,Brazil,Argentina,Argentina|Brazil|Croatia|USA
490,Brazil,Spain,Brazil|Germany|Spain|Switzerland
491,Norway,Netherlands,Colombia|Croatia|Netherlands|Norway
492,England,France,Argentina|England|France|Poland
493,Brazil,Argentina,Argentina|Brazil|France|Germany
494,Portugal,Spain,France|Mexico|Portugal|Spain
495,Argentina,Spain,Argentina|England|Morocco|Spain
496,Argentina,England,Argentina|Croatia|England|Wales
497,Spain,Norway,Belgium|Brazil|Norway|Spain
498,Argentina,France,Argentina|Belgium|Brazil|France
499,Portugal,Norway,Japan|Morocco|Norway|Portugal
500,England,Croatia,Brazil|Croatia|England|Italy
501,Brazil,Switzerland,Brazil|Croatia|Spain|Switzerland
502,Croatia,Argentina,Argentina|Croatia|France|Sweden
503,England,Spain,Croatia|England|Spain|Switzerland
504,Colombia,Portugal,Colombia|Germany|Netherlands|Portugal
505,England,Spain,Brazil|England|Germany|Spain
506,Brazil,Argentina,Argentina|Brazil|France|Netherlands
507,Argentina,Belgium,Argentina|Belgium|Senegal|Ukraine
