simulation_id,champion,runner_up,semi_finalists
114,Netherlands,France,France|Italy|Netherlands|Norway
115,Uruguay,Argentina,Argentina|Mexico|Portugal|Uruguay
116,Italy,Mexico,Argentina|Italy|Mexico|Netherlands
117,Argentina,Mexico,Argentina|England|Mexico|Uruguay
118,France,Switzerland,Belgium|France|Italy|Switzerland
119,Croatia,Germany,Argentina|Colombia|Croatia|Germany
120,Argentina,Austria,Argentina|Austria|Croatia|Germany
121,Brazil,Mexico,Brazil|Italy|Mexico|Uruguay
122,Brazil,Croatia,Brazil|Croatia|Mexico|Portugal
123,Austria,England,Argentina|Austria|England|Uruguay
124,Belgium,France,Belgium|France|Germany|Mexico
125,Italy,Denmark,Argentina|Croatia|Denmark|Italy
126,Spain,Netherlands,Austria|Netherlands|Portugal|Spain
127,Brazil,Croatia,Brazil|Croatia|England|Mexico
128,Belgium,Argentina,Argentina|Belgium|Germany|Japan
129,Uruguay,Portugal,Brazil|Mexico|Portugal|Uruguay
130,Spain,Netherlands,England|Netherlands|Spain|USA
131,Belgium,Italy,Belgium|Brazil|Denmark|Italy
132,Mexico,Italy,France|Italy|Mexico|Uruguay
133,England,Netherlands,Argentina|England|Netherlands|USA
134,Japan,France,Belgium|France|Germany|Japan
135,Switzerland,England,England|France|Switzerland|Uruguay
136,Spain,Croatia,Croatia|Germany|Spain|Switzerland
137,Argentina,Uruguay,Argentina|Germany|Sweden|Uruguay
138,Brazil,Belgium,Belgium|Brazil|Netherlands|Norway
139,Brazil,Chile,Brazil|Chile|Italy|Senegal
140,Spain,Netherlands,Germany|Netherlands|Spain|Sweden
141,Spain,Uruguay,Denmark|Portugal|Spain|Uruguay
142,England,Austria,Austria|Belgium|Brazil|England
143,England,Uruguay,Brazil|England|Mexico|Uruguay
144,Argentina,Uruguay,Argentina|Colombia|Germany|Uruguay
145,France,Croatia,Croatia|France|Mexico|Portugal
146,Portugal,Belgium,Argentina|Belgium|Mexico|Portugal
147,Argentina,Croatia,Argentina|Croatia|England|Switzerland
148,Italy,Japan,Argentina|Belgium|Italy|Japan
149,Austria,England,Argentina|Austria|England|Netherlands
150,Brazil,Netherlands,Brazil|England|Netherlands|Ukraine
151,Argentina,Belgium,Argentina|Belgium|Mexico|Portugal
152,Portugal,Serbia,Morocco|Portugal|Serbia|Spain
153,Serbia,Argentina,Argentina|Morocco|Netherlands|Serbia
154,Argentina,Morocco,Argentina|England|Morocco|Sweden
155,France,Belgium,Belgium|Colombia|France|Germany
156,Brazil,Colombia,Brazil|Colombia|England|Uruguay
157,Netherlands,Argentina,Argentina|Colombia|Netherlands|Portugal
158,Brazil,Chile,Brazil|Chile|Denmark|Netherlands
159,England,Denmark,Denmark|Ecuador|England|Spain
160,France,Austria,Austria|France|Germany|South Korea
161,Portugal,Mexico,Brazil|Mexico|Morocco|Portugal
162,Belgium,Canada,Austria|Belgium|Brazil|Canada
163,Brazil,Belgium,Belgium|Brazil|England|Ukraine
164,Brazil,Switzerland,Brazil|Germany|Switzerland|Uruguay
165,France,Denmark,Croatia|Denmark|France|Portugal
166,Uruguay,England,Argentina|England|Japan|Uruguay
167,Argentina,Croatia,Argentina|Croatia|Germany|Switzerland
168,Brazil,Norway,Brazil|Italy|Norway|Uruguay
169,Croatia,France,Croatia|England|France|USA
170,Brazil,Switzerland,Belgium|Brazil|Portugal|Switzerland
171,Italy,Croatia,Argentina|Croatia|Italy|Norway
172,Argentina,Netherlands,Argentina|England|Netherlands|Switzerland
173,Colombia,Brazil,Brazil|Colombia|Iran|Japan
174,Morocco,Portugal,Brazil|Morocco|Netherlands|Portugal
175,Brazil,Belgium,Belgium|Brazil|Portugal|Switzerland
176,Spain,Netherlands,Netherlands|Portugal|Spain|USA
177,Denmark,Argentina,Argentina|Croatia|Denmark|Portugal
178,Brazil,Croatia,Brazil|Colombia|Croatia|Portugal
179,Argentina,Belgium,Argentina|Belgium|Colombia|Italy
180,Argentina,Sweden,Argentina|Germany|Sweden|Uruguay
181,Colombia,Argentina,Argentina|Colombia|England|Netherlands
182,Brazil,Sweden,Belgium|Brazil|Germany|Sweden
183,Portugal,Ecuador,Croatia|Ecuador|France|Portugal
184,Croatia,Italy,Brazil|Colombia|Croatia|Italy
185,Argentina,Netherlands,Argentina|England|Japan|Netherlands
186,Netherlands,Portugal,France|Mexico|Netherlands|Portugal
187,Brazil,Netherlands,Austria|Brazil|Germany|Netherlands
188,Brazil,Uruguay,Brazil|Mexico|Portugal|Uruguay
189,Argentina,Netherlands,Argentina|Colombia|Italy|Netherlands
190,England,Colombia,Brazil|Colombia|England|Netherlands
191,Argentina,Netherlands,Argentina|England|Morocco|Netherlands
192,Argentina,Belgium,Argentina|Belgium|Italy|Switzerland
193,Argentina,Colombia,Argentina|Colombia|Portugal|Senegal
194,Spain,Netherlands,Colombia|England|Netherlands|Spain
195,Croatia,England,Colombia|Croatia|England|France
196,Netherlands,Brazil,Brazil|England|Netherlands|Switzerland
197,Uruguay,France,France|Morocco|Portugal|Uruguay
198,France,Colombia,Colombia|France|Italy|Ukraine
199,Argentina,Croatia,Argentina|Croatia|England|Mexico
200,Brazil,Morocco,Brazil|Germany|Morocco|Netherlands
201,Brazil,Switzerland,Brazil|Portugal|Switzerland|Uruguay
202,Morocco,Portugal,France|Morocco|Portugal|Switzerland
203,Netherlands,France,France|Italy|Netherlands|Sweden
204,Spain,Netherlands,Austria|Italy|Netherlands|Spain
205,Argentina,Poland,Argentina|England|Norway|Poland
206,Switzerland,Argentina,Argentina|Netherlands|Portugal|Switzerland
207,Brazil,Morocco,Belgium|Brazil|Germany|Morocco
208,Argentina,Netherlands,Argentina|Denmark|Germany|Netherlands
209,Denmark,France,Belgium|Denmark|France|Portugal
210,Austria,France,Austria|Belgium|England|France
211,Colombia,England,Argentina|Colombia|England|Netherlands
212,England,Netherlands,Argentina|Denmark|England|Netherlands
213,Germany,Netherlands,Argentina|Germany|Netherlands|Switzerland
214,England,Netherlands,England|France|Netherlands|Norway
215,Austria,Brazil,Austria|Brazil|England|Switzerland
216,Belgium,Brazil,Belgium|Brazil|Italy|USA
217,England,Colombia,Colombia|England|Tunisia|Uruguay
218,France,USA,France|Mexico|Portugal|USA
219,Brazil,Ukraine,Brazil|Italy|Switzerland|Ukraine
220,Argentina,Netherlands,Argentina|Japan|Netherlands|Portugal
221,France,Morocco,France|Italy|Morocco|Uruguay
222,Argentina,Belgium,Argentina|Belgium|Morocco|Scotland
223,Portugal,Denmark,Brazil|Croatia|Denmark|Portugal
224,France,Senegal,England|France|Poland|Senegal
225,Brazil,Netherlands,Brazil|Denmark|Netherlands|Portugal
226,Brazil,Belgium,Belgium|Brazil|Norway|Portugal
227,Brazil,Netherlands,Brazil|Germany|Japan|Netherlands
228,Netherlands,Uruguay,Argentina|Netherlands|Switzerland|Uruguay
229,France,Morocco,Belgium|England|France|Morocco
230,England,Mexico,Argentina|England|Mexico|Netherlands
231,Brazil,Colombia,Brazil|Colombia|Italy|Netherlands
232,Brazil,Switzerland,Brazil|England|Netherlands|Switzerland
233,Portugal,Serbia,Brazil|Norway|Portugal|Serbia
234,Argentina,Belgium,Argentina|Belgium|Colombia|Italy
235,Belgium,Argentina,Argentina|Belgium|Portugal|USA
236,Brazil,Netherlands,Brazil|Denmark|England|Netherlands
237,England,Netherlands,Argentina|England|Morocco|Netherlands
238,Portugal,Netherlands,Netherlands|Portugal|Spain|Switzerland
239,Brazil,Switzerland,Brazil|Chile|Germany|Switzerland
240,Norway,Brazil,Brazil|Italy|Nigeria|Norway
241,France,Belgium,Belgium|Denmark|France|Portugal
242,Netherlands,Germany,Austria|France|Germany|Netherlands
243,Netherlands,Argentina,Argentina|Austria|Netherlands|Portugal
244,Argentina,Morocco,Argentina|Croatia|England|Morocco
245,Brazil,Belgium,Austria|Belgium|Brazil|Germany
246,Argentina,Morocco,Argentina|England|Morocco|USA
247,Argentina,Colombia,Argentina|Colombia|Germany|Uruguay
248,Portugal,Netherlands,Austria|Netherlands|Panama|Portugal
249,Brazil,Switzerland,Belgium|Brazil|Italy|Switzerland
250,Morocco,France,France|Italy|Morocco|Uruguay
251,Italy,Uruguay,Austria|France|Italy|Uruguay
252,Belgium,Germany,Belgium|France|Germany|Sweden
253,Netherlands,England,Colombia|England|France|Netherlands
254,Spain,Croatia,Croatia|Netherlands|Spain|Ukraine
255,Brazil,Netherlands,Austria|Brazil|Germany|Netherlands
256,Argentina,Colombia,Argentina|Colombia|England|Netherlands
257,Spain,Austria,Austria|England|Spain|Turkey
258,Argentina,Mexico,Argentina|England|Mexico|Morocco
259,Spain,Mexico,Algeria|Mexico|Senegal|Spain
260,Uruguay,Germany,Denmark|France|Germany|Uruguay
261,Spain,Switzerland,Italy|Spain|Switzerland|Uruguay
262,Netherlands,England,Argentina|England|Netherlands|USA
263,Italy,Denmark,Brazil|Denmark|Italy|Nigeria
264,Argentina,Senegal,Argentina|Netherlands|Senegal|South Korea
265,Spain,Netherlands,Germany|Netherlands|Senegal|Spain
266,Brazil,Belgium,Belgium|Brazil|Netherlands|Switzerland
267,England,Norway,Argentina|Croatia|England|Norway
268,Argentina,Netherlands,Argentina|Netherlands|Portugal|Switzerland
269,England,Belgium,Belgium|Brazil|Denmark|England
270,Netherlands,Spain,Netherlands|Norway|Portugal|Spain
271,Spain,Belgium,Belgium|Italy|Spain|Sweden
272,Croatia,Brazil,Brazil|Colombia|Croatia|Netherlands
273,France,USA,England|France|Japan|USA
274,Portugal,Switzerland,Argentina|Portugal|Switzerland|Uruguay
275,Argentina,Uruguay,Argentina|Germany|Japan|Uruguay
276,Morocco,Spain,Germany|Morocco|Netherlands|Spain
277,Netherlands,Argentina,Argentina|Colombia|Italy|Netherlands
278,Argentina,Morocco,Argentina|Belgium|Germany|Morocco
279,Switzerland,Wales,Belgium|Brazil|Switzerland|Wales
280,Netherlands,Portugal,Argentina|Colombia|Netherlands|Portugal
281,Morocco,Portugal,Brazil|Morocco|Nigeria|Portugal
282,Brazil,Switzerland,Brazil|Portugal|South Korea|Switzerland
283,Brazil,Mexico,Brazil|Croatia|Mexico|Nigeria
284,Spain,Uruguay,England|Spain|Turkey|Uruguay
285,Belgium,France,Belgium|France|Netherlands|Norway
286,Netherlands,Italy,Brazil|Italy|Morocco|Netherlands
287,Brazil,Croatia,Brazil|Croatia|Denmark|England
288,France,Norway,Belgium|England|France|Norway
289,Belgium,Argentina,Argentina|Belgium|Germany|USA
290,Brazil,Mexico,Brazil|Croatia|England|Mexico
291,Brazil,Uruguay,Brazil|Netherlands|USA|Uruguay
292,Portugal,Colombia,Brazil|Chile|Colombia|Portugal
293,Brazil,Switzerland,Belgium|Brazil|Portugal|Switzerland
294,Belgium,Germany,Argentina|Belgium|Germany|Mexico
295,England,Switzerland,Argentina|England|Netherlands|Switzerland
296,France,Uruguay,Colombia|France|Italy|Uruguay
297,Argentina,Denmark,Argentina|Croatia|Denmark|Netherlands
298,Spain,Netherlands,Mexico|Netherlands|Portugal|Spain
299,England,Austria,Austria|Brazil|Croatia|England
300,Brazil,Belgium,Belgium|Brazil|Norway|Portugal
301,France,Netherlands,Colombia|France|Netherlands|Poland
302,Argentina,Netherlands,Argentina|Netherlands|Portugal|Senegal
303,Portugal,Croatia,Argentina|Croatia|Portugal|USA
304,Argentina,Senegal,Argentina|Netherlands|Portugal|Senegal
305,France,Denmark,Chile|Denmark|France|Portugal
306,Austria,Portugal,Austria|Brazil|Morocco|Portugal
307,Germany,Netherlands,Argentina|Austria|Germany|Netherlands
308,Brazil,Netherlands,Austria|Brazil|Germany|Netherlands
309,France,Croatia,Croatia|England|France|Norway
310,Netherlands,Argentina,Argentina|Germany|Netherlands|Switzerland
311,Germany,USA,Germany|Spain|USA|Uruguay
312,Colombia,Canada,Argentina|Canada|Colombia|Croatia
313,Belgium,France,Belgium|France|Morocco|Portugal
314,Croatia,Portugal,Brazil|Croatia|Mexico|Portugal
315,England,Ecuador,Argentina|Ecuador|England|Senegal
316,Brazil,Morocco,Brazil|Ecuador|England|Morocco
317,England,Belgium,Belgium|Denmark|England|France
318,Portugal,Belgium,Belgium|France|Portugal|Switzerland
319,Netherlands,England,Argentina|England|Morocco|Netherlands
320,Switzerland,Netherlands,Netherlands|Poland|Spain|Switzerland
321,England,Croatia,Croatia|England|France|Switzerland
322,Brazil,Colombia,Brazil|Colombia|Croatia|Germany
323,Croatia,France,Croatia|France|Portugal|Switzerland
324,Brazil,Colombia,Brazil|Colombia|Italy|Turkey
325,Argentina,Mexico,Argentina|Belgium|Mexico|Portugal
326,Argentina,Denmark,Argentina|Croatia|Denmark|Germany
327,Brazil,Morocco,Belgium|Brazil|England|Morocco
328,France,Switzerland,France|Portugal|Switzerland|Turkey
329,Germany,Uruguay,Austria|Germany|Spain|Uruguay
330,Austria,France,Austria|Croatia|England|France
331,Portugal,Morocco,Morocco|Netherlands|Portugal|Spain
332,Belgium,Portugal,Belgium|France|Japan|Portugal
333,Brazil,Norway,Brazil|England|Norway|Poland
334,France,Croatia,Croatia|England|France|Japan
335,Croatia,Germany,Croatia|France|Germany|Sweden
336,Netherlands,Egypt,Austria|Brazil|Egypt|Netherlands
337,Switzerland,France,France|Italy|Switzerland|USA
338,Italy,Netherlands,Italy|Mexico|Netherlands|Spain
339,Portugal,Netherlands,France|Mexico|Netherlands|Portugal
340,Germany,Colombia,Colombia|France|Germany|Netherlands
341,Argentina,Netherlands,Argentina|Germany|Netherlands|Switzerland
342,Ukraine,Argentina,Argentina|England|Switzerland|Ukraine
343,Belgium,Brazil,Belgium|Brazil|Germany|Switzerland
344,Argentina,Netherlands,Argentina|Morocco|Netherlands|Portugal
345,Turkey,England,Belgium|England|Scotland|Turkey
346,France,Denmark,Denmark|France|Italy|South Korea
347,Belgium,Netherlands,Belgium|Costa Rica|Netherlands|Switzerland
348,Brazil,Croatia,Brazil|Croatia|Mexico|Netherlands
349,USA,Brazil,Brazil|Egypt|Italy|USA
350,Argentina,Netherlands,Argentina|Germany|Netherlands|Norway
351,Argentina,Turkey,Argentina|England|Scotland|Turkey
352,Argentina,Morocco,Argentina|Belgium|England|Morocco
353,Argentina,Senegal,Argentina|Ecuador|Netherlands|Senegal
354,Brazil,Uruguay,Brazil|Denmark|England|Uruguay
355,England,Colombia,Colombia|Croatia|England|Spain
356,Brazil,Croatia,Austria|Brazil|Croatia|England
357,England,Belgium,Argentina|Belgium|England|Senegal
358,France,Denmark,Denmark|England|France|Netherlands
359,Italy,Morocco,Brazil|Italy|Morocco|USA
360,Argentina,Ecuador,Argentina|Colombia|Ecuador|Germany
361,Brazil,Morocco,Brazil|Denmark|Morocco|Portugal
362,Brazil,Netherlands,Brazil|Japan|Netherlands|Portugal
363,Portugal,Norway,Argentina|Nigeria|Norway|Portugal
364,Argentina,Netherlands,Argentina|England|Netherlands|Sweden
365,Brazil,Uruguay,Brazil|England|Mexico|Uruguay
366,Argentina,Belgium,Argentina|Belgium|Denmark|England
367,Spain,Japan,Egypt|Japan|Spain|Switzerland
368,France,Austria,Austria|Belgium|France|Portugal
369,Brazil,Sweden,Brazil|Germany|Morocco|Sweden
370,Argentina,Uruguay,Argentina|Mexico|Netherlands|Uruguay
371,Argentina,Morocco,Argentina|Ecuador|Morocco|Netherlands
372,Argentina,Switzerland,Argentina|Scotland|South Korea|Switzerland
373,Netherlands,Morocco,Argentina|Morocco|Netherlands|Sweden
374,England,Netherlands,Brazil|England|Netherlands|Norway
375,Brazil,Colombia,Brazil|Colombia|England|Netherlands
376,Netherlands,Brazil,Brazil|Denmark|Netherlands|Portugal
377,Argentina,Croatia,Argentina|Chile|Croatia|Germany
378,Argentina,Morocco,Argentina|Germany|Mexico|Morocco
379,Germany,Netherlands,Argentina|Germany|Mexico|Netherlands
380,France,Uruguay,France|Morocco|Portugal|Uruguay
381,Argentina,Uruguay,Argentina|Colombia|Germany|Uruguay
382,Portugal,Japan,Argentina|Croatia|Japan|Portugal
383,France,Belgium,Belgium|France|Italy|Norway
384,Spain,Belgium,Belgium|Italy|Morocco|Spain
385,Argentina,Austria,Argentina|Austria|England|Netherlands
386,Belgium,Germany,Belgium|Colombia|Germany|Spain
387,Netherlands,England,Brazil|England|Netherlands|Senegal
388,Belgium,Brazil,Belgium|Brazil|Germany|USA
389,Belgium,Argentina,Argentina|Belgium|England|Switzerland
390,France,Uruguay,France|Italy|Norway|Uruguay
391,France,Colombia,Belgium|Colombia|England|France
392,Uruguay,France,Colombia|France|Portugal|Uruguay
393,Brazil,Croatia,Brazil|Colombia|Croatia|Germany
394,Spain,Switzerland,Canada|Netherlands|Spain|Switzerland
395,France,Denmark,Denmark|England|France|Uruguay
396,Netherlands,France,France|Italy|Morocco|Netherlands
397,Argentina,Belgium,Argentina|Belgium|Colombia|England
398,Argentina,Serbia,Argentina|England|Mexico|Serbia
399,Argentina,Netherlands,Argentina|England|Netherlands|Serbia
400,Brazil,Belgium,Belgium|Brazil|Italy|Switzerland
401,Portugal,Japan,France|Japan|Portugal|Ukraine
402,England,USA,Brazil|Croatia|England|USA
403,Argentina,Norway,Argentina|Italy|Netherlands|Norway
404,Argentina,Croatia,Argentina|Croatia|Portugal|Switzerland
405,Argentina,Switzerland,Argentina|Croatia|England|Switzerland
406,Uruguay,Brazil,Brazil|Mexico|Portugal|Uruguay
407,Argentina,Japan,Argentina|Croatia|Italy|Japan
408,Argentina,Croatia,Argentina|Croatia|Germany|USA
409,Belgium,France,Belgium|France|Japan|Netherlands
410,Argentina,Morocco,Argentina|England|Morocco|Switzerland
411,Morocco,France,England|France|Morocco|Norway
412,Netherlands,Brazil,Brazil|Denmark|Germany|Netherlands
413,Argentina,Japan,Argentina|Belgium|Japan|Portugal
414,Netherlands,Brazil,Brazil|Denmark|England|Netherlands
415,Croatia,Portugal,Austria|Croatia|France|Portugal
416,Portugal,Netherlands,Brazil|Mexico|Netherlands|Portugal
417,Argentina,Netherlands,Argentina|Denmark|England|Netherlands
418,Portugal,Netherlands,France|Netherlands|Portugal|Sweden
419,Brazil,Senegal,Brazil|Croatia|Senegal|South Korea
420,Argentina,Norway,Argentina|England|Norway|Uruguay
421,Spain,Croatia,Croatia|England|Spain|Switzerland
422,Argentina,Colombia,Argentina|Colombia|Netherlands|Portugal
423,Brazil,Uruguay,Brazil|England|Switzerland|Uruguay
424,Argentina,Austria,Argentina|Austria|Germany|Ukraine
425,Belgium,England,Belgium|Brazil|England|Morocco
426,Austria,France,Austria|Belgium|France|Portugal
427,Brazil,Croatia,Brazil|Croatia|Denmark|England
428,France,Netherlands,Denmark|France|Netherlands|Portugal
429,Brazil,Colombia,Brazil|Colombia|England|Serbia
430,France,Morocco,Croatia|France|Italy|Morocco
431,France,Japan,France|Japan|Portugal|South Korea
432,Argentina,Switzerland,Argentina|Germany|Switzerland|Uruguay
433,Netherlands,France,France|Netherlands|Norway|Portugal
434,Argentina,Colombia,Argentina|Colombia|Norway|Portugal
435,Croatia,Brazil,Brazil|Colombia|Croatia|Portugal
436,USA,Argentina,Argentina|Germany|Netherlands|USA
437,Argentina,Japan,Argentina|Belgium|Japan|Portugal
438,France,Austria,Austria|France|Germany|Netherlands
439,England,Denmark,Argentina|Croatia|Denmark|England
440,Portugal,Belgium,Belgium|Brazil|Portugal|Switzerland
441,Spain,Netherlands,England|Netherlands|Spain|USA
442,Ukraine,Argentina,Argentina|England|Mexico|Ukraine
443,France,Morocco,France|Morocco|Portugal|Switzerland
444,Argentina,Croatia,Argentina|Croatia|Portugal|Switzerland
445,Portugal,Morocco,Brazil|Morocco|Portugal|Switzerland
446,Croatia,Brazil,Brazil|Croatia|Italy|Switzerland
447,France,Uruguay,France|Germany|Mexico|Uruguay
448,France,Morocco,Austria|France|Germany|Morocco
449,Italy,USA,Italy|Mexico|Spain|USA
450,Argentina,Norway,Argentina|Netherlands|Norway|Turkey
451,Germany,Netherlands,Denmark|Germany|Netherlands|Spain
452,Uruguay,France,Denmark|France|Italy|Uruguay
453,Argentina,Morocco,Argentina|Croatia|England|Morocco
454,Netherlands,Brazil,Brazil|Germany|Netherlands|Switzerland
455,England,Morocco,England|Morocco|Netherlands|Spain
456,Uruguay,Portugal,Austria|Brazil|Portugal|Uruguay
457,Brazil,Mexico,Brazil|England|Mexico|Serbia
458,Netherlands,Germany,Brazil|Colombia|Germany|Netherlands
459,Germany,Belgium,Belgium|Brazil|Germany|Norway
460,Brazil,Colombia,Brazil|Colombia|Denmark|England
461,England,Sweden,Brazil|Croatia|England|Sweden
462,Croatia,Netherlands,Brazil|Croatia|Netherlands|Senegal
463,Netherlands,Spain,Germany|Netherlands|Spain|Switzerland
464,Spain,Netherlands,Denmark|Italy|Netherlands|Spain
465,Brazil,Uruguay,Brazil|Netherlands|USA|Uruguay
466,Belgium,Argentina,Argentina|Belgium|Italy|Japan
467,Argentina,Netherlands,Argentina|Colombia|Germany|Netherlands
468,Netherlands,Argentina,Argentina|England|Mexico|Netherlands
469,Netherlands,Argentina,Argentina|Denmark|Netherlands|Portugal
